account_id,customer_id,account_type,account_status,opened_date
ACC001103,CUST000112,Current,Active,2021-10-08
ACC001104,CUST000147,Current,Closed,2023-07-29
ACC001105,CUST000119,Current,Active,2026-06-22
ACC001106,CUST000199,Current,Active,2020-05-11
ACC001107,CUST000140,Current,Active,2022-05-01
ACC001108,CUST000055,Current,Active,2026-04-30
ACC001109,CUST000520,Current,Active,2025-10-21
ACC001110,CUST000187,Business,Active,2021-06-14
ACC001111,CUST000170,Current,Active,2020-02-08
ACC001112,CUST000786,Current,Active,2023-03-16
ACC001113,CUST000778,Current,Active,2021-06-01
ACC001114,CUST000303,Current,Active,2020-01-14
ACC001115,CUST000255,Current,Active,2023-03-26
ACC001116,CUST000909,Current,Active,2024-05-08
ACC001117,CUST000111,Current,Active,2024-01-12
ACC001118,CUST000795,Business,Active,2020-04-02
ACC001119,CUST000717,Current,Active,2024-10-17
ACC001120,CUST000469,Savings,Dormant,2026-03-09
ACC001121,CUST000768,Current,Active,2023-12-21
ACC001122,CUST000334,Current,Active,2022-06-22
ACC001123,CUST000973,Current,Active,2020-03-28
ACC001124,CUST000292,Savings,Active,2021-12-16
ACC001125,CUST000924,Current,Active,2022-09-14
ACC001126,CUST000870,Savings,Active,2022-07-04
ACC001127,CUST000445,Current,Active,2020-05-10
ACC001128,CUST000353,Current,Active,2024-02-07
ACC001129,CUST000829,Current,Active,2024-11-24
ACC001130,CUST000322,Current,Closed,2025-03-08
ACC001131,CUST000796,Current,Active,2023-10-31
ACC001132,CUST000319,Savings,Active,2026-01-28
ACC001133,CUST000490,Savings,Active,2020-10-08
ACC001134,CUST000930,Savings,Active,2025-11-30
ACC001135,CUST000397,Current,Active,2024-05-12
ACC001136,CUST000993,Savings,Active,2025-10-15
ACC001137,CUST000627,Current,Active,2019-09-24
ACC001138,CUST000330,Current,Active,2024-07-17
ACC001139,CUST000893,Current,Active,2021-12-01
ACC001140,CUST000748,Current,Active,2023-07-03
ACC001141,CUST000452,Current,Active,2024-09-17
ACC001142,CUST000907,Current,Active,2021-11-29
ACC001143,CUST000141,Current,Active,2025-06-30
ACC001144,CUST000743,Current,Active,2022-03-22
ACC001145,CUST000717,Business,Active,2023-07-30
ACC001146,CUST000537,Current,Active,2024-05-05
ACC001147,CUST000238,Current,Active,2023-01-04
ACC001148,CUST000176,Current,Active,2022-01-12
ACC001149,CUST000950,Current,Active,2024-09-08
ACC001150,CUST000618,Current,Active,2024-01-29
ACC001151,CUST000526,Business,Active,2021-04-15
ACC001152,CUST001000,Current,Active,2024-02-01
ACC001153,CUST000684,Current,Active,2019-11-20
ACC001154,CUST000886,Current,Active,2022-02-04
ACC001155,CUST000997,Savings,Active,2023-05-04
ACC001156,CUST000210,Current,Active,2022-01-24
ACC001157,CUST000950,Current,Active,2020-12-04
ACC001158,CUST000938,Current,Active,2024-09-19
ACC001159,CUST000504,Savings,Active,2024-06-26
ACC001160,CUST000268,Current,Dormant,2024-08-09
ACC001161,CUST000753,Savings,Active,2019-09-24
ACC001162,CUST000437,Savings,Active,2020-06-25
ACC001163,CUST000869,Current,Active,2022-12-17
ACC001164,CUST000235,Current,Active,2026-04-10
ACC001165,CUST000603,Current,Active,2022-01-05
ACC001166,CUST000465,Current,Active,2020-12-18
ACC001167,CUST000531,Savings,Active,2026-05-11
ACC001168,CUST000386,Current,Active,2024-08-12
ACC001169,CUST000358,Current,Active,2022-02-12
ACC001170,CUST000375,Current,Active,2021-07-07
ACC001171,CUST000415,Current,Active,2020-08-31
ACC001172,CUST000179,Current,Active,2022-11-10
ACC001173,CUST000774,Current,Active,2019-11-27
ACC001174,CUST000275,Current,Active,2020-06-15
ACC001175,CUST000889,Current,Active,2026-02-09
ACC001176,CUST000975,Current,Active,2020-06-13
ACC001177,CUST000734,Current,Active,2023-04-04
ACC001178,CUST000904,Current,Active,2019-09-10
ACC001179,CUST000068,Current,Active,2021-06-18
ACC001180,CUST000469,Business,Active,2026-02-16
ACC001181,CUST000094,Current,Active,2020-06-06
ACC001182,CUST000490,Current,Active,2024-06-09
ACC001183,CUST000463,Current,Active,2025-10-25
ACC001184,CUST000997,Current,Active,2021-01-03
ACC001185,CUST000878,Current,Active,2020-11-10
ACC001186,CUST000158,Savings,Active,2020-09-27
ACC001187,CUST000768,Current,Active,2022-12-17
ACC001188,CUST000409,Current,Active,2023-11-14
ACC001189,CUST000276,Savings,Active,2022-06-28
ACC001190,CUST000635,Current,Active,2026-02-07
ACC001191,CUST000172,Current,Active,2022-09-09
ACC001192,CUST000187,Business,Active,2019-11-16
ACC001193,CUST000362,Savings,Active,2024-06-12
ACC001194,CUST000975,Current,Active,2020-01-27
ACC001195,CUST000851,Savings,Active,2024-05-07
ACC001196,CUST000587,Business,Active,2024-09-08
ACC001197,CUST000697,Business,Active,2022-09-28
ACC001198,CUST000183,Business,Active,2024-08-25
ACC001199,CUST000969,Current,Active,2024-01-15
ACC001200,CUST000801,Current,Active,2020-11-15
ACC001201,CUST000401,Current,Active,2021-01-14
ACC001202,CUST000973,Savings,Active,2019-09-10
ACC001203,CUST000792,Current,Active,2024-01-07
ACC001204,CUST000644,Current,Active,2020-10-13
ACC001205,CUST000853,Current,Active,2021-02-06
ACC001206,CUST000535,Savings,Active,2023-11-20
ACC001207,CUST000089,Savings,Active,2023-01-31
ACC001208,CUST000465,Current,Active,2024-04-06
ACC001209,CUST000178,Current,Active,2021-10-29
ACC001210,CUST000974,Current,Active,2021-10-02
ACC001211,CUST000047,Current,Active,2024-11-06
ACC001212,CUST000822,Current,Dormant,2025-07-22
ACC001213,CUST000182,Current,Active,2025-02-28
ACC001214,CUST000485,Current,Active,2025-01-20
ACC001215,CUST000370,Current,Active,2020-08-15
ACC001216,CUST000357,Current,Active,2022-10-26
ACC001217,CUST000829,Savings,Active,2022-11-22
ACC001218,CUST000812,Savings,Active,2023-05-26
ACC001219,CUST000142,Current,Active,2022-09-30
ACC001220,CUST000287,Current,Active,2019-12-08
ACC001221,CUST000888,Current,Active,2023-04-21
ACC001222,CUST000312,Business,Active,2025-08-07
ACC001223,CUST000027,Current,Active,2026-02-02
ACC001224,CUST000315,Current,Active,2023-12-06
ACC001225,CUST000659,Savings,Active,2025-03-26
ACC001226,CUST000071,Current,Active,2021-02-21
ACC001227,CUST000649,Current,Active,2024-06-26
ACC001228,CUST000311,Current,Active,2022-03-27
ACC001229,CUST000734,Current,Active,2024-01-16
ACC001230,CUST000653,Savings,Active,2023-04-01
ACC001231,CUST000765,Current,Active,2020-10-01
ACC001232,CUST000942,Current,Active,2025-09-30
ACC001233,CUST000834,Current,Active,2025-05-05
ACC001234,CUST000857,Current,Active,2024-12-03
ACC001235,CUST000313,Current,Active,2026-06-10
ACC001236,CUST000426,Current,Active,2020-05-01
ACC001237,CUST000546,Current,Active,2020-09-17
ACC001238,CUST000467,Current,Active,2022-08-10
ACC001239,CUST000267,Savings,Active,2023-07-21
ACC001240,CUST000159,Savings,Dormant,2022-11-19
ACC001241,CUST000524,Savings,Active,2021-06-12
ACC001242,CUST000568,Current,Active,2025-12-07
ACC001243,CUST000736,Current,Active,2021-04-10
ACC001244,CUST000704,Current,Active,2024-02-04
ACC001245,CUST000990,Current,Active,2026-03-16
ACC001246,CUST000159,Current,Active,2024-02-17
ACC001247,CUST000176,Business,Active,2022-11-11
ACC001248,CUST000078,Current,Active,2020-05-10
ACC001249,CUST000171,Current,Active,2023-10-15
ACC001250,CUST000554,Current,Active,2023-01-29
ACC001251,CUST000501,Savings,Active,2021-01-01
ACC001252,CUST000403,Current,Dormant,2020-02-17
ACC001253,CUST000260,Current,Dormant,2020-12-10
ACC001254,CUST000120,Current,Active,2020-01-02
ACC001255,CUST000585,Current,Active,2025-11-28
ACC001256,CUST000923,Current,Active,2020-12-12
ACC001257,CUST000503,Savings,Active,2024-12-23
ACC001258,CUST000532,Current,Active,2025-06-05
ACC001259,CUST000407,Savings,Active,2025-12-02
ACC001260,CUST000039,Savings,Active,2020-04-25
ACC001261,CUST000963,Current,Active,2020-11-18
ACC001262,CUST000449,Current,Active,2022-05-10
ACC001263,CUST000190,Current,Active,2025-11-06
ACC001264,CUST000285,Business,Active,2022-03-07
ACC001265,CUST000587,Savings,Active,2025-04-21
ACC001266,CUST000856,Savings,Dormant,2020-02-19
ACC001267,CUST000153,Current,Active,2019-12-13
ACC001268,CUST000025,Current,Active,2023-06-03
ACC001269,CUST000524,Current,Active,2024-04-30
ACC001270,CUST000482,Current,Active,2020-12-04
ACC001271,CUST000149,Current,Active,2024-10-30
ACC001272,CUST000121,Savings,Dormant,2021-05-15
ACC001273,CUST000677,Current,Active,2025-07-13
ACC001274,CUST000413,Current,Active,2026-01-23
ACC001275,CUST000033,Current,Active,2020-08-06
ACC001276,CUST000203,Business,Active,2024-02-18
ACC001277,CUST000198,Current,Active,2020-07-08
ACC001278,CUST000467,Current,Active,2023-02-24
ACC001279,CUST000783,Savings,Active,2025-07-09
ACC001280,CUST000572,Current,Active,2024-12-15
ACC001281,CUST000591,Current,Closed,2024-11-05
ACC001282,CUST000132,Current,Active,2024-05-10
ACC001283,CUST000991,Current,Active,2025-10-15
ACC001284,CUST000002,Savings,Active,2020-02-24
ACC001285,CUST000798,Current,Active,2026-05-05
ACC001286,CUST000122,Current,Active,2022-07-03
ACC001287,CUST000376,Current,Active,2025-01-26
ACC001288,CUST000266,Business,Active,2024-10-12
ACC001289,CUST000953,Current,Active,2024-09-18
ACC001290,CUST000507,Current,Active,2025-11-04
ACC001291,CUST000988,Current,Active,2019-11-28
ACC001292,CUST000134,Current,Active,2025-05-01
ACC001293,CUST000976,Savings,Active,2026-06-12
ACC001294,CUST000888,Current,Active,2025-02-18
ACC001295,CUST000930,Business,Dormant,2020-03-14
ACC001296,CUST000434,Savings,Active,2025-10-21
ACC001297,CUST000694,Savings,Active,2023-05-03
ACC001298,CUST000969,Current,Active,2025-05-04
ACC001299,CUST000258,Current,Active,2026-01-13
ACC001300,CUST000122,Savings,Active,2026-02-05
