source_system,recon_reference,transaction_id,account_id,booking_date,amount,currency,status
PaymentProcessorA,REC-A-TXN00000677,TXN00000677,ACC001266,2026-06-05,45.2,GBP,Completed
PaymentProcessorA,REC-A-TXN00003583,TXN00003583,ACC001082,2026-05-05,200.97,GBP,Completed
PaymentProcessorA,REC-A-TXN00003654,TXN00003654,ACC001283,2026-01-29,28.77,GBP,Completed
PaymentProcessorA,REC-A-TXN00007921,TXN00007921,ACC000912,2026-02-14,7.69,GBP,Pending
PaymentProcessorA,REC-A-TXN00009500,TXN00009500,ACC001054,2026-01-13,47.87,EUR,Completed
PaymentProcessorA,REC-A-TXN00002733,TXN00002733,ACC000560,2026-04-13,12.22,GBP,Completed
PaymentProcessorA,REC-A-TXN00004788,TXN00004788,ACC000893,2026-03-29,112.08,GBP,Completed
PaymentProcessorA,REC-A-TXN00002755,TXN00002755,ACC000507,2026-04-13,62.48,GBP,Completed
PaymentProcessorA,REC-A-TXN00002338,TXN00002338,ACC000947,2026-04-11,30.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00003644,TXN00003644,ACC000236,2026-03-23,11.33,GBP,Completed
PaymentProcessorA,REC-A-TXN00007738,TXN00007738,ACC000447,2026-02-26,17.46,GBP,Completed
PaymentProcessorA,REC-A-TXN00005517,TXN00005517,ACC001106,2026-05-11,23.38,GBP,Completed
PaymentProcessorA,REC-A-TXN00005247,TXN00005247,ACC000630,2026-01-28,19.43,USD,Completed
PaymentProcessorA,REC-A-TXN00000867,TXN00000867,ACC000078,2026-06-09,9.39,GBP,Reversed
PaymentProcessorA,REC-A-TXN00004448,TXN00004448,ACC000539,2026-06-25,26.85,GBP,Reversed
PaymentProcessorA,REC-A-TXN00005072,TXN00005072,ACC001182,2026-04-04,276.6,EUR,Completed
PaymentProcessorA,REC-A-TXN00004882,TXN00004882,ACC000317,2026-05-21,9.57,GBP,Completed
PaymentProcessorA,REC-A-TXN00009511,TXN00009511,ACC001109,2026-03-13,24.91,GBP,Completed
PaymentProcessorA,REC-A-TXN00003003,TXN00003003,ACC000031,2026-06-08,25.58,GBP,Completed
PaymentProcessorA,REC-A-TXN00002226,TXN00002226,ACC000014,2026-05-04,19.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00009057,TXN00009057,ACC001140,2026-04-04,1400.47,GBP,Completed
PaymentProcessorA,REC-A-TXN00004827,TXN00004827,ACC000097,2026-05-22,104.43,GBP,Completed
PaymentProcessorA,REC-A-TXN00007622,TXN00007622,ACC000289,2026-03-08,9.58,GBP,Completed
PaymentProcessorA,REC-A-TXN00009690,TXN00009690,ACC000927,2026-02-19,15.99,GBP,Completed
PaymentProcessorA,REC-A-TXN00005501,TXN00005501,ACC000803,2026-06-23,16.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00009701,TXN00009701,ACC001234,2026-03-13,2608.3,GBP,Failed
PaymentProcessorA,REC-A-TXN00008479,TXN00008479,ACC000879,2026-03-16,27.14,GBP,Reversed
PaymentProcessorA,REC-A-TXN00005503,TXN00005503,ACC001095,2026-01-24,39.93,USD,Completed
PaymentProcessorA,REC-A-TXN00001211,TXN00001211,ACC000947,2026-03-22,39.49,GBP,Completed
PaymentProcessorA,REC-A-TXN00009084,TXN00009084,ACC000792,2026-05-31,14.77,GBP,Completed
PaymentProcessorA,REC-A-TXN00002289,TXN00002289,ACC000976,2026-01-21,51.61,GBP,Completed
PaymentProcessorA,REC-A-TXN00002184,TXN00002184,ACC001206,2026-02-18,18.62,GBP,Completed
PaymentProcessorA,REC-A-TXN00002863,TXN00002863,ACC000231,2026-05-17,44.69,GBP,Completed
PaymentProcessorA,REC-A-TXN00006862,TXN00006862,ACC000881,2026-02-26,211.28,GBP,Completed
PaymentProcessorA,REC-A-TXN00002363,TXN00002363,ACC000277,2026-02-21,60.32,GBP,Completed
PaymentProcessorA,REC-A-TXN00008464,TXN00008464,ACC000493,2026-03-12,16.64,GBP,Completed
PaymentProcessorA,REC-A-TXN00006333,TXN00006333,ACC000382,2026-02-23,32.04,GBP,Completed
PaymentProcessorA,REC-A-TXN00004065,TXN00004065,ACC000116,2026-02-10,234.31,GBP,Completed
PaymentProcessorA,REC-A-TXN00009547,TXN00009547,ACC000578,2026-06-06,16.81,USD,Completed
PaymentProcessorA,REC-A-TXN00000618,TXN00000618,ACC000462,2026-03-11,232.52,GBP,Completed
PaymentProcessorA,REC-A-TXN00003282,TXN00003282,ACC000781,2026-06-26,18.64,GBP,Completed
PaymentProcessorA,REC-A-TXN00005227,TXN00005227,ACC000328,2026-06-14,37.86,EUR,Completed
PaymentProcessorA,REC-A-TXN00003398,TXN00003398,ACC000418,2026-05-07,234.56,EUR,Completed
PaymentProcessorA,REC-A-TXN00003066,TXN00003066,ACC000319,2026-05-05,11.06,GBP,Completed
PaymentProcessorA,REC-A-TXN00000767,TXN00000767,ACC000269,2026-03-22,40.29,GBP,Completed
PaymentProcessorA,REC-A-TXN00007079,TXN00007079,ACC000276,2026-01-25,37.26,GBP,Completed
PaymentProcessorA,REC-A-TXN00005280,TXN00005280,ACC000015,2026-06-29,188.06,USD,Completed
PaymentProcessorA,REC-A-TXN00004150,TXN00004150,ACC000037,2026-02-09,7.4,GBP,Completed
PaymentProcessorA,REC-A-TXN00001145,TXN00001145,ACC000517,2026-03-30,56.85,EUR,Failed
PaymentProcessorA,REC-A-TXN00004249,TXN00004249,ACC000473,2026-02-15,62.86,EUR,Completed
PaymentProcessorA,REC-A-TXN00004111,TXN00004111,ACC000530,2026-05-25,59.95,GBP,Completed
PaymentProcessorA,REC-A-TXN00000463,TXN00000463,ACC000341,2026-04-11,88.38,GBP,Completed
PaymentProcessorA,REC-A-TXN00002933,TXN00002933,ACC000633,2026-04-27,27.42,GBP,Completed
PaymentProcessorA,REC-A-TXN00004624,TXN00004624,ACC000064,2026-06-19,59.51,GBP,Completed
PaymentProcessorA,REC-A-TXN00003814,TXN00003814,ACC000576,2026-04-06,111.81,GBP,Completed
PaymentProcessorA,REC-A-TXN00006309,TXN00006309,ACC001271,2026-02-03,25.3,GBP,Completed
PaymentProcessorA,REC-A-TXN00004342,TXN00004342,ACC000038,2026-04-10,53.49,GBP,Completed
PaymentProcessorA,REC-A-TXN00005301,TXN00005301,ACC000075,2026-05-11,19.07,GBP,Completed
PaymentProcessorA,REC-A-TXN00006805,TXN00006805,ACC001204,2026-05-18,258.04,GBP,Completed
PaymentProcessorA,REC-A-TXN00003283,TXN00003283,ACC000567,2026-05-19,24.46,GBP,Completed
PaymentProcessorA,REC-A-TXN00002575,TXN00002575,ACC000412,2026-07-01,40.26,GBP,Pending
PaymentProcessorA,REC-A-TXN00007962,TXN00007962,ACC001098,2026-02-01,1072.11,GBP,Completed
PaymentProcessorA,REC-A-TXN00007880,TXN00007880,ACC000547,2026-02-20,6.25,GBP,Completed
PaymentProcessorA,REC-A-TXN00000829,TXN00000829,ACC000449,2026-06-18,51.13,EUR,Completed
PaymentProcessorA,REC-A-TXN00006487,TXN00006487,ACC001079,2026-02-14,196.66,GBP,Completed
PaymentProcessorA,REC-A-TXN00007600,TXN00007600,ACC000565,2026-04-09,2089.17,GBP,Completed
PaymentProcessorA,REC-A-TXN00002541,TXN00002541,ACC000168,2026-03-05,19.07,GBP,Completed
PaymentProcessorA,REC-A-TXN00005747,TXN00005747,ACC000601,2026-04-18,37.9,EUR,Completed
PaymentProcessorA,REC-A-TXN00008527,TXN00008527,ACC001044,2026-02-12,9.49,EUR,Completed
PaymentProcessorA,REC-A-TXN00009567,TXN00009567,ACC000069,2026-06-08,48.91,EUR,Completed
PaymentProcessorA,REC-A-TXN00003743,TXN00003743,ACC000939,2026-06-13,4.07,GBP,Completed
PaymentProcessorA,REC-A-TXN00007499,TXN00007499,ACC000450,2026-07-09,29.83,GBP,Completed
PaymentProcessorA,REC-A-TXN00003525,TXN00003525,ACC000575,2026-06-11,53.16,USD,Completed
PaymentProcessorA,REC-A-TXN00000021,TXN00000021,ACC000925,2026-04-11,29.2,USD,Failed
PaymentProcessorA,REC-A-TXN00001916,TXN00001916,ACC000079,2026-05-02,74.31,GBP,Completed
PaymentProcessorA,REC-A-TXN00006572,TXN00006572,ACC000197,2026-01-25,268.28,GBP,Completed
PaymentProcessorA,REC-A-TXN00009019,TXN00009019,ACC000504,2026-04-19,147.93,USD,Completed
PaymentProcessorA,REC-A-TXN00002013,TXN00002013,ACC000552,2026-05-22,103.45,GBP,Failed
PaymentProcessorA,REC-A-TXN00005406,TXN00005406,ACC000502,2026-06-07,10.27,GBP,Completed
PaymentProcessorA,REC-A-TXN00001296,TXN00001296,ACC000005,2026-07-10,11.36,GBP,Completed
PaymentProcessorA,REC-A-TXN00003746,TXN00003746,ACC000393,2026-02-06,85.59,GBP,Completed
PaymentProcessorA,REC-A-TXN00000592,TXN00000592,ACC000290,2026-05-21,180.04,GBP,Completed
PaymentProcessorA,REC-A-TXN00001407,TXN00001407,ACC000151,2026-04-26,54.31,USD,Completed
PaymentProcessorA,REC-A-TXN00000222,TXN00000222,ACC000132,2026-05-15,68.99,GBP,Completed
PaymentProcessorA,REC-A-TXN00005618,TXN00005618,ACC000832,2026-03-30,42.97,USD,Completed
PaymentProcessorA,REC-A-TXN00006249,TXN00006249,ACC000378,2026-02-05,73.2,GBP,Completed
PaymentProcessorA,REC-A-TXN00004419,TXN00004419,ACC000254,2026-03-15,120.68,GBP,Completed
PaymentProcessorA,REC-A-TXN00000859,TXN00000859,ACC000913,2026-01-25,122.3,GBP,Completed
PaymentProcessorA,REC-A-TXN00001784,TXN00001784,ACC000709,2026-01-25,18.72,GBP,Pending
PaymentProcessorA,REC-A-TXN00007260,TXN00007260,ACC000940,2026-02-24,101.08,GBP,Completed
PaymentProcessorA,REC-A-TXN00006857,TXN00006857,ACC000857,2026-03-08,43.09,USD,Completed
PaymentProcessorA,REC-A-TXN00001955,TXN00001955,ACC001243,2026-02-05,105.66,USD,Completed
PaymentProcessorA,REC-A-TXN00001747,TXN00001747,ACC000726,2026-04-06,29.63,GBP,Completed
PaymentProcessorA,REC-A-TXN00003133,TXN00003133,ACC000413,2026-04-03,42.44,EUR,Completed
PaymentProcessorA,REC-A-TXN00008037,TXN00008037,ACC000987,2026-05-19,31.18,GBP,Completed
PaymentProcessorA,REC-A-TXN00008851,TXN00008851,ACC000851,2026-06-25,48.07,GBP,Completed
PaymentProcessorA,REC-A-TXN00000995,TXN00000995,ACC000786,2026-03-29,8.46,GBP,Completed
PaymentProcessorA,REC-A-TXN00006109,TXN00006109,ACC000184,2026-05-29,27.42,GBP,Completed
PaymentProcessorA,REC-A-TXN00000731,TXN00000731,ACC000196,2026-03-25,18.12,GBP,Completed
PaymentProcessorA,REC-A-TXN00006975,TXN00006975,ACC000205,2026-01-21,197.86,GBP,Completed
PaymentProcessorA,REC-A-TXN00006274,TXN00006274,ACC000320,2026-02-19,59.82,GBP,Completed
PaymentProcessorA,REC-A-TXN00006752,TXN00006752,ACC001170,2026-03-11,28.97,EUR,Completed
PaymentProcessorA,REC-A-TXN00003510,TXN00003510,ACC001004,2026-06-09,47.4,GBP,Completed
PaymentProcessorA,REC-A-TXN00003534,TXN00003534,ACC000375,2026-04-13,87.56,GBP,Completed
PaymentProcessorA,REC-A-TXN00002514,TXN00002514,ACC000298,2026-05-13,17.56,GBP,Completed
PaymentProcessorA,REC-A-TXN00005437,TXN00005437,ACC001069,2026-04-27,20.91,USD,Completed
PaymentProcessorA,REC-A-TXN00003626,TXN00003626,ACC001250,2026-06-20,37.25,GBP,Completed
PaymentProcessorA,REC-A-TXN00000466,TXN00000466,ACC000445,2026-04-26,39.54,GBP,Completed
PaymentProcessorA,REC-A-TXN00006756,TXN00006756,ACC001224,2026-04-09,141.66,EUR,Completed
PaymentProcessorA,REC-A-TXN00006760,TXN00006760,ACC001195,2026-03-10,37.8,GBP,Pending
PaymentProcessorA,REC-A-TXN00007992,TXN00007992,ACC000738,2026-03-08,113.93,GBP,Completed
PaymentProcessorA,REC-A-TXN00000158,TXN00000158,ACC001168,2026-05-29,17.22,EUR,Failed
PaymentProcessorA,REC-A-TXN00003961,TXN00003961,ACC000834,2026-05-17,142.11,EUR,Completed
PaymentProcessorA,REC-A-TXN00008833,TXN00008833,ACC001086,2026-06-28,55.53,GBP,Completed
PaymentProcessorA,REC-A-TXN00005471,TXN00005471,ACC001115,2026-01-15,140.49,GBP,Completed
PaymentProcessorA,REC-A-TXN00000186,TXN00000186,ACC000072,2026-06-29,38.79,GBP,Completed
PaymentProcessorA,REC-A-TXN00001003,TXN00001003,ACC001242,2026-03-07,88.56,GBP,Completed
PaymentProcessorA,REC-A-TXN00009509,TXN00009509,ACC000310,2026-05-12,66.13,GBP,Completed
PaymentProcessorA,REC-A-TXN00005624,TXN00005624,ACC000685,2026-01-20,44.01,GBP,Completed
PaymentProcessorA,REC-A-TXN00000401,TXN00000401,ACC000174,2026-02-19,96.7,USD,Pending
PaymentProcessorA,REC-A-TXN00006241,TXN00006241,ACC000982,2026-02-05,41.65,EUR,Completed
PaymentProcessorA,REC-A-TXN00008941,TXN00008941,ACC000187,2026-05-05,67.43,EUR,Completed
PaymentProcessorA,REC-A-TXN00009933,TXN00009933,ACC001284,2026-07-07,30.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00007343,TXN00007343,ACC001053,2026-05-17,24.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00009833,TXN00009833,ACC000753,2026-02-17,28.06,GBP,Completed
PaymentProcessorA,REC-A-TXN00008467,TXN00008467,ACC000314,2026-05-18,9.23,GBP,Completed
PaymentProcessorA,REC-A-TXN00008757,TXN00008757,ACC000711,2026-03-09,92.11,EUR,Completed
PaymentProcessorA,REC-A-TXN00007959,TXN00007959,ACC000595,2026-06-26,9.49,GBP,Completed
PaymentProcessorA,REC-A-TXN00001251,TXN00001251,ACC000055,2026-05-13,62.58,GBP,Completed
PaymentProcessorA,REC-A-TXN00003144,TXN00003144,ACC000221,2026-04-14,25.08,GBP,Completed
PaymentProcessorA,REC-A-TXN00007431,TXN00007431,ACC000516,2026-04-02,18.97,GBP,Completed
PaymentProcessorA,REC-A-TXN00000060,TXN00000060,ACC000535,2026-05-04,11.07,USD,Completed
PaymentProcessorA,REC-A-TXN00007856,TXN00007856,ACC000457,2026-05-15,51.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00001114,TXN00001114,ACC000135,2026-06-17,361.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00003058,TXN00003058,ACC000992,2026-02-20,97.06,GBP,Completed
PaymentProcessorA,REC-A-TXN00009570,TXN00009570,ACC001226,2026-04-03,30.35,GBP,Completed
PaymentProcessorA,REC-A-TXN00001329,TXN00001329,ACC000732,2026-01-15,49.37,USD,Completed
PaymentProcessorA,REC-A-TXN00004996,TXN00004996,ACC001228,2026-06-15,5.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00006683,TXN00006683,ACC000881,2026-06-18,46.87,EUR,Completed
PaymentProcessorA,REC-A-TXN00002073,TXN00002073,ACC000964,2026-01-13,26.64,GBP,Completed
PaymentProcessorA,REC-A-TXN00004794,TXN00004794,ACC000545,2026-03-17,4.55,EUR,Completed
PaymentProcessorA,REC-A-TXN00006830,TXN00006830,ACC000601,2026-01-23,19.07,USD,Completed
PaymentProcessorA,REC-A-TXN00009630,TXN00009630,ACC000319,2026-03-22,22.12,GBP,Completed
PaymentProcessorA,REC-A-TXN00008219,TXN00008219,ACC000995,2026-02-22,132.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00007568,TXN00007568,ACC000929,2026-02-12,70.68,GBP,Completed
PaymentProcessorA,REC-A-TXN00005923,TXN00005923,ACC000941,2026-05-06,36.0,GBP,Completed
PaymentProcessorA,REC-A-TXN00001551,TXN00001551,ACC000289,2026-02-19,49.34,GBP,Completed
PaymentProcessorA,REC-A-TXN00001010,TXN00001010,ACC001275,2026-05-06,59.98,USD,Completed
PaymentProcessorA,REC-A-TXN00003756,TXN00003756,ACC000106,2026-02-04,53.5,GBP,Completed
PaymentProcessorA,REC-A-TXN00008682,TXN00008682,ACC000296,2026-07-09,40.51,GBP,Completed
PaymentProcessorA,REC-A-TXN00009343,TXN00009343,ACC000118,2026-03-29,2348.36,GBP,Completed
PaymentProcessorA,REC-A-TXN00008010,TXN00008010,ACC000348,2026-03-15,30.35,GBP,Completed
PaymentProcessorA,REC-A-TXN00003861,TXN00003861,ACC000164,2026-05-09,2.45,GBP,Completed
PaymentProcessorA,REC-A-TXN00003149,TXN00003149,ACC001279,2026-02-06,88.36,EUR,Completed
PaymentProcessorA,REC-A-TXN00002520,TXN00002520,ACC001047,2026-06-05,39.8,GBP,Completed
PaymentProcessorA,REC-A-TXN00003128,TXN00003128,ACC001153,2026-05-19,66.9,GBP,Completed
PaymentProcessorA,REC-A-TXN00009085,TXN00009085,ACC000934,2026-01-22,63.99,GBP,Completed
PaymentProcessorA,REC-A-TXN00005317,TXN00005317,ACC001198,2026-05-24,120.97,GBP,Completed
PaymentProcessorA,REC-A-TXN00001196,TXN00001196,ACC000742,2026-04-14,37.87,GBP,Completed
PaymentProcessorA,REC-A-TXN00009051,TXN00009051,ACC001192,2026-05-25,13.12,USD,Completed
PaymentProcessorA,REC-A-TXN00000880,TXN00000880,ACC001062,2026-06-03,107.09,GBP,Completed
PaymentProcessorA,REC-A-TXN00006990,TXN00006990,ACC001289,2026-01-19,37.15,EUR,Completed
PaymentProcessorA,REC-A-TXN00002488,TXN00002488,ACC000317,2026-02-13,34.35,GBP,Completed
PaymentProcessorA,REC-A-TXN00002841,TXN00002841,ACC000750,2026-05-26,92.96,GBP,Completed
PaymentProcessorA,REC-A-TXN00004330,TXN00004330,ACC001057,2026-02-12,23.14,GBP,Completed
PaymentProcessorA,REC-A-TXN00002931,TXN00002931,ACC000977,2026-02-16,9.28,GBP,Completed
PaymentProcessorA,REC-A-TXN00006425,TXN00006425,ACC000786,2026-04-07,10.45,EUR,Completed
PaymentProcessorA,REC-A-TXN00002486,TXN00002486,ACC000496,2026-06-09,29.87,GBP,Completed
PaymentProcessorA,REC-A-TXN00005748,TXN00005748,ACC000213,2026-03-18,9.25,GBP,Completed
PaymentProcessorA,REC-A-TXN00000884,TXN00000884,ACC000118,2026-01-30,120.91,GBP,Completed
PaymentProcessorA,REC-A-TXN00004915,TXN00004915,ACC000663,2026-05-08,89.05,GBP,Completed
PaymentProcessorA,REC-A-TXN00006211,TXN00006211,ACC000130,2026-07-07,5.48,GBP,Pending
PaymentProcessorA,REC-A-TXN00009579,TXN00009579,ACC000943,2026-03-25,28.95,GBP,Completed
PaymentProcessorA,REC-A-TXN00000212,TXN00000212,ACC000351,2026-06-28,108.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00002276,TXN00002276,ACC001292,2026-04-17,125.94,GBP,Completed
PaymentProcessorA,REC-A-TXN00002329,TXN00002329,ACC000906,2026-01-29,7.92,GBP,Completed
PaymentProcessorA,REC-A-TXN00004951,TXN00004951,ACC000292,2026-03-15,54.2,EUR,Completed
PaymentProcessorA,REC-A-TXN00003320,TXN00003320,ACC000623,2026-04-26,24.84,GBP,Completed
PaymentProcessorA,REC-A-TXN00009835,TXN00009835,ACC000279,2026-05-12,35.95,GBP,Completed
PaymentProcessorA,REC-A-TXN00004608,TXN00004608,ACC000791,2026-03-08,1.53,GBP,Completed
PaymentProcessorA,REC-A-TXN00001439,TXN00001439,ACC000645,2026-05-19,79.71,EUR,Completed
PaymentProcessorA,REC-A-TXN00000468,TXN00000468,ACC001186,2026-04-18,167.86,GBP,Completed
PaymentProcessorA,REC-A-TXN00005467,TXN00005467,ACC000500,2026-02-26,616.67,GBP,Completed
PaymentProcessorA,REC-A-TXN00003330,TXN00003330,ACC000395,2026-04-18,11.34,GBP,Reversed
PaymentProcessorA,REC-A-TXN00005829,TXN00005829,ACC000719,2026-06-16,24.13,GBP,Completed
PaymentProcessorA,REC-A-TXN00008608,TXN00008608,ACC000937,2026-02-19,6.59,GBP,Completed
PaymentProcessorA,REC-A-TXN00000697,TXN00000697,ACC000378,2026-04-05,44.52,GBP,Completed
PaymentProcessorA,REC-A-TXN00007268,TXN00007268,ACC000422,2026-03-31,21.56,GBP,Completed
PaymentProcessorA,REC-A-TXN00009145,TXN00009145,ACC000192,2026-03-14,4.36,GBP,Failed
PaymentProcessorA,REC-A-TXN00008181,TXN00008181,ACC001011,2026-01-17,42.63,GBP,Completed
PaymentProcessorA,REC-A-TXN00009939,TXN00009939,ACC000748,2026-02-04,9362.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00001315,TXN00001315,ACC001170,2026-02-22,202.7,USD,Completed
PaymentProcessorA,REC-A-TXN00002302,TXN00002302,ACC000826,2026-04-13,8.59,GBP,Completed
PaymentProcessorA,REC-A-TXN00002040,TXN00002040,ACC000769,2026-05-31,37.43,GBP,Completed
PaymentProcessorA,REC-A-TXN00007109,TXN00007109,ACC000777,2026-03-17,3378.92,GBP,Completed
PaymentProcessorA,REC-A-TXN00003667,TXN00003667,ACC001225,2026-03-02,5.11,GBP,Completed
PaymentProcessorA,REC-A-TXN00000915,TXN00000915,ACC000836,2026-06-11,111.87,GBP,Failed
PaymentProcessorA,REC-A-TXN00000013,TXN00000013,ACC000825,2026-06-11,46.62,GBP,Completed
PaymentProcessorA,REC-A-TXN00008584,TXN00008584,ACC001044,2026-04-19,11.9,GBP,Completed
PaymentProcessorA,REC-A-TXN00006428,TXN00006428,ACC000917,2026-03-29,73.9,GBP,Completed
PaymentProcessorA,REC-A-TXN00001537,TXN00001537,ACC001225,2026-02-13,144.73,GBP,Completed
PaymentProcessorA,REC-A-TXN00000737,TXN00000737,ACC000327,2026-02-08,20.85,USD,Completed
PaymentProcessorA,REC-A-TXN00008202,TXN00008202,ACC000407,2026-06-22,6.17,GBP,Pending
PaymentProcessorA,REC-A-TXN00008653,TXN00008653,ACC001236,2026-02-17,7.81,GBP,Completed
PaymentProcessorA,REC-A-TXN00000454,TXN00000454,ACC000863,2026-06-15,32.2,GBP,Completed
PaymentProcessorA,REC-A-TXN00004346,TXN00004346,ACC000210,2026-02-18,11.17,EUR,Completed
PaymentProcessorA,REC-A-TXN00000928,TXN00000928,ACC000927,2026-03-11,8.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00006292,TXN00006292,ACC000905,2026-06-03,35.12,GBP,Completed
PaymentProcessorA,REC-A-TXN00008282,TXN00008282,ACC000592,2026-03-27,28.05,GBP,Completed
PaymentProcessorA,REC-A-TXN00008723,TXN00008723,ACC000013,2026-02-25,37.83,GBP,Completed
PaymentProcessorA,REC-A-TXN00006474,TXN00006474,ACC000477,2026-06-04,104.42,GBP,Completed
PaymentProcessorA,REC-A-TXN00000038,TXN00000038,ACC000592,2026-01-13,76.59,GBP,Completed
PaymentProcessorA,REC-A-TXN00005771,TXN00005771,ACC000314,2026-05-30,38.13,GBP,Completed
PaymentProcessorA,REC-A-TXN00002555,TXN00002555,ACC001174,2026-04-02,89.14,GBP,Completed
PaymentProcessorA,REC-A-TXN00007633,TXN00007633,ACC000929,2026-02-14,51.16,GBP,Completed
PaymentProcessorA,REC-A-TXN00009999,TXN00009999,ACC001083,2026-04-10,10.56,GBP,Completed
PaymentProcessorA,REC-A-TXN00006621,TXN00006621,ACC000997,2026-05-20,55.1,GBP,Completed
PaymentProcessorA,REC-A-TXN00000941,TXN00000941,ACC000886,2026-02-18,34.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00007399,TXN00007399,ACC001101,2026-06-27,77.46,GBP,Completed
PaymentProcessorA,REC-A-TXN00006129,TXN00006129,ACC001037,2026-03-27,4.59,GBP,Completed
PaymentProcessorA,REC-A-TXN00009830,TXN00009830,ACC000944,2026-04-21,46.23,USD,Completed
PaymentProcessorA,REC-A-TXN00002681,TXN00002681,ACC001077,2026-03-21,23.19,GBP,Completed
PaymentProcessorA,REC-A-TXN00004355,TXN00004355,ACC000378,2026-07-08,14.91,GBP,Completed
PaymentProcessorA,REC-A-TXN00003059,TXN00003059,ACC000853,2026-05-17,61.29,GBP,Completed
PaymentProcessorA,REC-A-TXN00007881,TXN00007881,ACC000236,2026-01-28,729.83,GBP,Completed
PaymentProcessorA,REC-A-TXN00000739,TXN00000739,ACC000767,2026-05-17,96.79,GBP,Completed
PaymentProcessorA,REC-A-TXN00000539,TXN00000539,ACC000553,2026-05-25,5.64,USD,Completed
PaymentProcessorA,REC-A-TXN00003326,TXN00003326,ACC001194,2026-05-26,1.96,GBP,Completed
PaymentProcessorA,REC-A-TXN00004240,TXN00004240,ACC000844,2026-02-15,93.95,GBP,Completed
PaymentProcessorA,REC-A-TXN00001401,TXN00001401,ACC000518,2026-03-25,10.76,GBP,Completed
PaymentProcessorA,REC-A-TXN00004047,TXN00004047,ACC000795,2026-06-02,1165.16,GBP,Completed
PaymentProcessorA,REC-A-TXN00005138,TXN00005138,ACC001049,2026-03-12,58.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00004230,TXN00004230,ACC000237,2026-05-02,65.71,GBP,Completed
PaymentProcessorA,REC-A-TXN00004192,TXN00004192,ACC000132,2026-06-03,4.78,GBP,Completed
PaymentProcessorA,REC-A-TXN00009143,TXN00009143,ACC000843,2026-01-19,5.71,GBP,Completed
PaymentProcessorA,REC-A-TXN00005539,TXN00005539,ACC000445,2026-04-25,44.8,USD,Completed
PaymentProcessorA,REC-A-TXN00002693,TXN00002693,ACC001111,2026-02-03,540.79,GBP,Completed
PaymentProcessorA,REC-A-TXN00005341,TXN00005341,ACC000902,2026-04-16,94.87,GBP,Completed
PaymentProcessorA,REC-A-TXN00009918,TXN00009918,ACC000689,2026-01-13,41.99,GBP,Completed
PaymentProcessorA,REC-A-TXN00007671,TXN00007671,ACC001053,2026-02-24,8.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00009174,TXN00009174,ACC001089,2026-06-14,98.56,GBP,Completed
PaymentProcessorA,REC-A-TXN00001808,TXN00001808,ACC001035,2026-02-15,96.05,GBP,Completed
PaymentProcessorA,REC-A-TXN00005112,TXN00005112,ACC000388,2026-01-21,26.77,GBP,Completed
PaymentProcessorA,REC-A-TXN00003990,TXN00003990,ACC000893,2026-03-31,34.61,GBP,Completed
PaymentProcessorA,REC-A-TXN00003456,TXN00003456,ACC001018,2026-05-14,66.96,GBP,Completed
PaymentProcessorA,REC-A-TXN00002908,TXN00002908,ACC000456,2026-01-26,57.35,GBP,Completed
PaymentProcessorA,REC-A-TXN00006652,TXN00006652,ACC000177,2026-01-14,38.67,GBP,Failed
PaymentProcessorA,REC-A-TXN00008288,TXN00008288,ACC001235,2026-04-07,7.12,GBP,Completed
PaymentProcessorA,REC-A-TXN00006245,TXN00006245,ACC000376,2026-05-15,103.25,EUR,Completed
PaymentProcessorA,REC-A-TXN00002698,TXN00002698,ACC001156,2026-02-14,33.76,GBP,Completed
PaymentProcessorA,REC-A-TXN00004017,TXN00004017,ACC000468,2026-01-26,80.95,EUR,Completed
PaymentProcessorA,REC-A-TXN00004340,TXN00004340,ACC000155,2026-06-08,55.31,USD,Completed
PaymentProcessorA,REC-A-TXN00004646,TXN00004646,ACC001210,2026-05-31,27.67,GBP,Completed
PaymentProcessorA,REC-A-TXN00007740,TXN00007740,ACC001108,2026-05-06,97.3,GBP,Completed
PaymentProcessorA,REC-A-TXN00007092,TXN00007092,ACC000922,2026-07-01,41.53,GBP,Completed
PaymentProcessorA,REC-A-TXN00004693,TXN00004693,ACC000868,2026-04-07,21.71,GBP,Completed
PaymentProcessorA,REC-A-TXN00001740,TXN00001740,ACC001118,2026-06-10,42.38,GBP,Completed
PaymentProcessorA,REC-A-TXN00005407,TXN00005407,ACC000866,2026-02-03,5111.26,GBP,Completed
