transaction_id,transaction_timestamp,customer_id,account_id,merchant_id,merchant_category,customer_country,merchant_country,amount,currency,channel,transaction_type,status,cross_border_flag,high_amount_flag,unusual_hour_flag,high_risk_category_flag,high_risk_country_flag,kyc_issue_flag,pep_flag,suspicious_label
TXN00006027,2026-04-15T07:37:19,CUST000407,ACC001259,MER000248,Online Marketplace,Turkey,France,100.14,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006028,2026-03-19T03:09:14,CUST000503,ACC000784,MER000100,Electronics,Spain,Nigeria,20.7,GBP,Mobile Banking,Transfer,Completed,1,0,1,0,1,0,0,1
TXN00006029,2026-01-12T08:05:21,CUST000073,ACC000513,MER000075,Subscription,Spain,France,25.59,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006030,2026-03-23T03:01:50,CUST000972,ACC000972,MER000126,Online Marketplace,Canada,France,511.77,GBP,Branch,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00006031,2026-05-06T19:18:00,CUST000559,ACC000940,MER000153,Fuel,Netherlands,Spain,49.5,USD,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006032,2026-07-03T05:14:16,CUST000742,ACC000352,MER000200,Cash Withdrawal,France,United Kingdom,24.87,EUR,E-Commerce,Purchase,Reversed,1,0,0,1,0,0,0,0
TXN00006033,2026-06-20T14:15:17,CUST000326,ACC000630,MER000063,Hotels,Spain,Canada,4.03,GBP,API,Purchase,Pending,1,0,0,0,0,0,0,0
TXN00006034,2026-02-15T15:53:14,CUST000606,ACC001290,MER000126,Online Marketplace,United Arab Emirates,France,146.9,GBP,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006035,2026-04-06T23:10:34,CUST000044,ACC000904,MER000115,Fuel,Pakistan,Singapore,9.53,USD,ATM,Cash Withdrawal,Completed,1,0,0,0,0,1,0,0
TXN00006036,2026-01-19T16:35:34,CUST000088,ACC000082,MER000132,Cash Withdrawal,Turkey,Singapore,13.42,EUR,Branch,Refund,Reversed,1,0,0,1,1,0,0,1
TXN00006037,2026-05-14T02:48:08,CUST000864,ACC000735,MER000205,Fuel,France,France,26.28,GBP,ATM,Purchase,Completed,0,0,1,0,0,0,0,0
TXN00006038,2026-04-18T00:02:20,CUST000433,ACC000792,MER000185,Gambling,United States,United States,150.87,GBP,Branch,Purchase,Completed,0,0,1,1,0,0,0,0
TXN00006039,2026-02-02T20:01:52,CUST000335,ACC000730,MER000227,Hotels,Singapore,Canada,79.3,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006040,2026-03-23T06:42:09,CUST000715,ACC000895,MER000006,Money Transfer,Spain,Nigeria,31.25,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00006041,2026-04-25T23:16:33,CUST000135,ACC000810,MER000049,Groceries,Germany,United States,49.81,GBP,E-Commerce,Purchase,Failed,1,0,0,0,0,0,0,0
TXN00006042,2026-05-30T18:06:48,CUST000045,ACC001009,MER000067,Groceries,United Kingdom,Italy,20.08,EUR,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006043,2026-02-15T13:43:19,CUST000759,ACC000444,MER000191,Pharmacy,Canada,Italy,42.08,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006044,2026-06-11T17:14:19,CUST000068,ACC000643,MER000093,Money Transfer,Singapore,Spain,39.38,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006045,2026-01-31T08:15:11,CUST000183,ACC001198,MER000209,Gambling,Singapore,Turkey,96.43,EUR,Card Present,Cash Withdrawal,Completed,1,0,0,1,1,0,0,1
TXN00006046,2026-05-26T06:04:18,CUST000128,ACC000953,MER000099,Money Transfer,United States,Canada,96.27,GBP,Branch,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006047,2026-06-20T20:28:46,CUST000970,ACC000615,MER000103,Subscription,France,United States,59.98,EUR,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006048,2026-05-19T02:31:16,CUST000249,ACC000392,MER000080,Cash Withdrawal,Nigeria,Spain,25.47,GBP,Mobile Banking,Cash Withdrawal,Completed,1,0,1,1,1,0,0,1
TXN00006049,2026-06-17T18:19:36,CUST000444,ACC000742,MER000250,Gambling,Netherlands,Germany,76.85,GBP,Branch,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0
TXN00006050,2026-01-20T06:00:50,CUST000774,ACC000115,MER000241,Cash Withdrawal,Singapore,Turkey,33.38,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00006051,2026-06-26T07:47:08,CUST000454,ACC000547,MER000038,Cash Withdrawal,Italy,India,12.4,GBP,Branch,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006052,2026-01-30T15:03:52,CUST000535,ACC001206,MER000127,Restaurants,Turkey,United States,24.45,GBP,Card Present,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006053,2026-04-28T14:25:41,CUST000528,ACC000487,MER000084,Luxury Goods,United Arab Emirates,France,39.83,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006054,2026-05-26T03:09:36,CUST000710,ACC001119,MER000221,Electronics,United Kingdom,Germany,90.94,GBP,ATM,Purchase,Completed,1,0,1,0,0,1,0,1
TXN00006055,2026-04-21T10:45:08,CUST000902,ACC001022,MER000012,Online Marketplace,Nigeria,United States,30.46,GBP,Card Present,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006056,2026-01-14T12:24:38,CUST000368,ACC000601,MER000050,Luxury Goods,Spain,Spain,10.92,GBP,ATM,Purchase,Completed,0,0,0,1,0,0,0,0
TXN00006057,2026-07-04T03:05:48,CUST000478,ACC000085,MER000210,Gambling,Pakistan,Pakistan,3190.95,GBP,ATM,Purchase,Completed,0,1,1,1,0,0,0,1
TXN00006058,2026-03-30T00:14:13,CUST000054,ACC001108,MER000177,Restaurants,Spain,Turkey,44.07,GBP,E-Commerce,Purchase,Completed,1,0,1,0,1,0,0,1
TXN00006059,2026-04-07T18:22:32,CUST000103,ACC000837,MER000119,Online Marketplace,United Arab Emirates,Italy,91.82,USD,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006060,2026-01-21T19:46:44,CUST000489,ACC000648,MER000019,Groceries,Italy,Netherlands,101.38,GBP,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006061,2026-07-02T17:09:52,CUST000420,ACC000011,MER000204,Subscription,Nigeria,Singapore,20.2,USD,API,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006062,2026-04-27T19:05:57,CUST000892,ACC000405,MER000002,Groceries,United Kingdom,Canada,19.76,GBP,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006063,2026-01-17T12:54:59,CUST000602,ACC000566,MER000097,Hotels,Italy,Italy,12.93,GBP,Card Present,Purchase,Completed,0,0,0,0,0,0,0,0
TXN00006064,2026-06-08T14:13:50,CUST000454,ACC000425,MER000242,Cash Withdrawal,Italy,Turkey,73.61,GBP,Mobile Banking,Purchase,Pending,1,0,0,1,1,0,0,1
TXN00006065,2026-04-24T06:20:01,CUST000724,ACC000712,MER000165,Restaurants,India,United Kingdom,155.84,GBP,Card Present,Cash Withdrawal,Completed,1,0,0,0,0,0,0,0
TXN00006066,2026-06-15T15:29:13,CUST000709,ACC000641,MER000162,Hotels,France,Pakistan,26.71,GBP,Card Present,Cash Withdrawal,Completed,1,0,0,0,0,1,0,0
TXN00006067,2026-05-12T12:36:43,CUST000723,ACC000150,MER000207,Luxury Goods,Pakistan,Spain,28.75,USD,API,Purchase,Pending,1,0,0,1,0,0,0,0
TXN00006068,2026-06-20T09:39:17,CUST000155,ACC000335,MER000022,Travel,India,United States,158.66,GBP,ATM,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00006069,2026-06-29T08:16:32,CUST000619,ACC001111,MER000145,Crypto Exchange,France,Turkey,60.68,GBP,API,Transfer,Completed,1,0,0,1,1,0,0,1
TXN00006070,2026-06-27T20:07:37,CUST000853,ACC001205,MER000182,Travel,Turkey,Singapore,56.61,GBP,API,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006071,2026-02-24T02:33:32,CUST000909,ACC001116,MER000101,Gambling,Turkey,United Kingdom,4479.37,GBP,API,Purchase,Completed,1,1,1,1,1,0,0,1
TXN00006072,2026-04-17T15:35:05,CUST000017,ACC000985,MER000065,Money Transfer,Spain,United Arab Emirates,14.45,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006073,2026-02-16T17:19:22,CUST000560,ACC000130,MER000103,Subscription,Pakistan,United States,11.78,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006074,2026-07-04T20:46:19,CUST000429,ACC000194,MER000174,Gambling,Spain,United States,25.87,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006075,2026-04-26T17:02:31,CUST000428,ACC000433,MER000194,Luxury Goods,Pakistan,France,20.37,GBP,Branch,Purchase,Reversed,1,0,0,1,0,0,0,0
TXN00006076,2026-04-22T08:13:34,CUST000341,ACC000456,MER000007,Fuel,United States,France,29.32,EUR,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006077,2026-03-30T12:50:15,CUST000938,ACC001158,MER000143,Cash Withdrawal,United Arab Emirates,Netherlands,8.66,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006078,2026-04-12T17:48:16,CUST000009,ACC001099,MER000238,Travel,Spain,Spain,95.47,GBP,Branch,Purchase,Completed,0,0,0,0,0,0,0,0
TXN00006079,2026-02-02T04:20:12,CUST000667,ACC000473,MER000099,Money Transfer,Singapore,Canada,113.03,EUR,Card Present,Purchase,Completed,1,0,1,1,0,0,0,1
TXN00006080,2026-02-14T20:56:11,CUST000008,ACC000202,MER000178,Groceries,France,Italy,5.22,GBP,API,Purchase,Completed,1,0,0,0,0,1,0,0
TXN00006081,2026-05-20T00:10:14,CUST000279,ACC000998,MER000096,Fuel,Spain,United Kingdom,97.36,GBP,ATM,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00006082,2026-02-02T05:57:57,CUST000455,ACC000711,MER000024,Electronics,United States,Italy,16.27,GBP,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006083,2026-07-01T03:11:38,CUST000886,ACC001154,MER000006,Money Transfer,Nigeria,Nigeria,86.23,GBP,E-Commerce,Transfer,Completed,0,0,1,1,1,0,0,1
TXN00006084,2026-07-07T18:55:41,CUST000239,ACC000860,MER000086,Subscription,Turkey,Singapore,34.18,USD,E-Commerce,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006085,2026-02-19T15:22:50,CUST000324,ACC000936,MER000143,Cash Withdrawal,United Arab Emirates,Netherlands,37.67,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006086,2026-06-28T06:12:05,CUST000656,ACC000861,MER000092,Electronics,India,India,30.41,EUR,Branch,Purchase,Completed,0,0,0,0,0,0,0,0
TXN00006087,2026-06-18T17:49:39,CUST000417,ACC000420,MER000122,Travel,Spain,Germany,122.99,GBP,Branch,Refund,Completed,1,0,0,0,0,0,0,0
TXN00006088,2026-05-10T15:01:51,CUST000623,ACC000290,MER000039,Gambling,Germany,Canada,10.6,GBP,Branch,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0
TXN00006089,2026-07-11T04:20:13,CUST000488,ACC000363,MER000143,Cash Withdrawal,Singapore,Netherlands,67.21,GBP,E-Commerce,Purchase,Completed,1,0,1,1,0,0,0,1
TXN00006090,2026-03-29T20:19:02,CUST000616,ACC001082,MER000033,Electronics,Germany,Singapore,110.09,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006091,2026-05-27T11:36:31,CUST000929,ACC000055,MER000121,Luxury Goods,Netherlands,Spain,74.91,USD,API,Purchase,Reversed,1,0,0,1,0,0,0,0
TXN00006092,2026-05-05T15:09:49,CUST000473,ACC000684,MER000130,Restaurants,India,Turkey,374.17,GBP,API,Purchase,Completed,1,0,0,0,1,1,0,1
TXN00006093,2026-01-16T15:59:05,CUST000584,ACC001076,MER000102,Gambling,Turkey,Singapore,21.56,GBP,ATM,Purchase,Pending,1,0,0,1,1,0,0,1
TXN00006094,2026-03-22T15:17:47,CUST000641,ACC001059,MER000122,Travel,United Arab Emirates,Germany,95.33,GBP,E-Commerce,Cash Withdrawal,Reversed,1,0,0,0,0,0,0,0
TXN00006095,2026-04-13T09:49:02,CUST000141,ACC001143,MER000125,Cash Withdrawal,Netherlands,Netherlands,32.91,EUR,Mobile Banking,Purchase,Completed,0,0,0,1,0,0,0,0
TXN00006096,2026-06-27T00:43:45,CUST000602,ACC000566,MER000017,Gambling,Italy,Spain,125.64,USD,E-Commerce,Purchase,Completed,1,0,1,1,0,0,0,1
TXN00006097,2026-04-09T23:28:21,CUST000895,ACC000125,MER000028,Fuel,Canada,India,36.32,GBP,ATM,Cash Withdrawal,Completed,1,0,0,0,0,0,0,0
TXN00006098,2026-05-12T23:10:48,CUST000815,ACC000755,MER000068,Restaurants,United Arab Emirates,Germany,24.83,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006099,2026-03-01T23:15:44,CUST000292,ACC000830,MER000094,Crypto Exchange,Italy,United States,135.11,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,1,0,1
TXN00006100,2026-03-18T00:19:28,CUST000937,ACC000882,MER000026,Fuel,Turkey,Italy,22.39,GBP,Mobile Banking,Transfer,Completed,1,0,1,0,1,0,0,1
TXN00006101,2026-04-06T16:53:08,CUST000629,ACC000936,MER000180,Travel,Turkey,United States,8.91,GBP,ATM,Purchase,Pending,1,0,0,0,1,0,0,0
TXN00006102,2026-06-29T11:23:28,CUST000267,ACC001239,MER000210,Gambling,India,Pakistan,21.83,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006103,2026-03-05T23:57:45,CUST000775,ACC000675,MER000010,Luxury Goods,Italy,India,67.97,GBP,E-Commerce,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0
TXN00006104,2026-03-24T10:08:51,CUST000284,ACC001078,MER000103,Subscription,United States,United States,147.24,USD,ATM,Refund,Completed,0,0,0,0,0,0,0,0
TXN00006105,2026-02-20T08:04:24,CUST000842,ACC000517,MER000231,Groceries,Nigeria,Spain,40.9,GBP,ATM,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006106,2026-07-04T12:47:41,CUST000487,ACC000034,MER000114,Electronics,France,Italy,136.76,GBP,Card Present,Cash Withdrawal,Completed,1,0,0,0,0,0,0,0
TXN00006107,2026-04-03T00:39:56,CUST000068,ACC000643,MER000130,Restaurants,Singapore,Turkey,9.41,GBP,Branch,Purchase,Pending,1,0,1,0,1,0,0,1
TXN00006108,2026-03-26T11:49:24,CUST000745,ACC000166,MER000122,Travel,Spain,Germany,23.49,GBP,Branch,Purchase,Pending,1,0,0,0,0,0,0,0
TXN00006109,2026-05-29T20:21:21,CUST000900,ACC000184,MER000205,Fuel,Singapore,France,27.42,GBP,ATM,Purchase,Completed,1,0,0,0,0,1,0,0
TXN00006110,2026-03-26T19:58:58,CUST000038,ACC001011,MER000136,Money Transfer,Italy,Germany,32.64,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006111,2026-03-11T19:55:37,CUST000811,ACC000786,MER000214,Restaurants,Nigeria,Spain,39.81,GBP,ATM,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006112,2026-01-29T07:28:38,CUST000252,ACC000220,MER000244,Luxury Goods,United Kingdom,Germany,73.03,GBP,Branch,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006113,2026-03-11T02:00:05,CUST000641,ACC001059,MER000199,Travel,United Arab Emirates,Nigeria,3240.29,GBP,API,Purchase,Completed,1,1,1,0,1,0,0,1
TXN00006114,2026-05-14T01:01:30,CUST000129,ACC000190,MER000043,Online Marketplace,France,United Kingdom,34.98,GBP,E-Commerce,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00006115,2026-05-09T10:07:10,CUST000924,ACC001125,MER000244,Luxury Goods,Singapore,Germany,14.5,GBP,Branch,Transfer,Pending,1,0,0,1,0,0,0,0
TXN00006116,2026-07-01T16:53:02,CUST000522,ACC000806,MER000177,Restaurants,Netherlands,Turkey,32.67,GBP,Branch,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006117,2026-01-13T09:56:47,CUST000432,ACC000086,MER000039,Gambling,Pakistan,Canada,31.7,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006118,2026-03-23T23:54:42,CUST000642,ACC000602,MER000123,Restaurants,Netherlands,Canada,31.03,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006119,2026-05-28T22:49:43,CUST000506,ACC000255,MER000097,Hotels,Netherlands,Italy,37.78,GBP,Card Present,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00006120,2026-06-19T00:25:02,CUST000120,ACC001254,MER000085,Hotels,Nigeria,Turkey,39.48,EUR,Card Present,Purchase,Completed,1,0,1,0,1,0,0,1
TXN00006121,2026-01-28T13:14:02,CUST000882,ACC000799,MER000125,Cash Withdrawal,Singapore,Netherlands,23.75,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006122,2026-06-11T04:10:10,CUST000641,ACC001059,MER000180,Travel,United Arab Emirates,United States,130.68,GBP,Mobile Banking,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00006123,2026-02-05T00:55:38,CUST000030,ACC000026,MER000110,Hotels,Nigeria,India,11.36,GBP,ATM,Purchase,Completed,1,0,1,0,1,0,0,1
TXN00006124,2026-04-10T13:15:23,CUST000710,ACC000512,MER000084,Luxury Goods,United Kingdom,France,17.8,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,1,0,1
TXN00006125,2026-05-02T20:08:23,CUST000367,ACC000106,MER000167,Travel,United States,United Kingdom,589.91,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006126,2026-04-17T10:48:32,CUST000671,ACC000853,MER000210,Gambling,Singapore,Pakistan,12.96,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006127,2026-01-15T05:13:15,CUST000012,ACC001034,MER000061,Crypto Exchange,Spain,Germany,9.45,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,1,0,1
TXN00006128,2026-01-31T02:22:08,CUST000513,ACC000469,MER000050,Luxury Goods,Italy,Spain,76.29,GBP,ATM,Refund,Reversed,1,0,1,1,0,0,0,1
TXN00006129,2026-03-27T11:06:09,CUST000183,ACC001037,MER000058,Electronics,Singapore,France,4.59,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006130,2026-04-28T09:30:49,CUST000013,ACC000917,MER000087,Subscription,Turkey,Italy,28.93,GBP,E-Commerce,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006131,2026-07-03T03:58:47,CUST000279,ACC000839,MER000145,Crypto Exchange,Spain,Turkey,312.88,GBP,Branch,Refund,Completed,1,0,1,1,1,0,0,1
TXN00006132,2026-06-03T03:32:55,CUST000218,ACC001101,MER000110,Hotels,Canada,India,7.81,GBP,ATM,Transfer,Completed,1,0,1,0,0,0,0,0
TXN00006133,2026-06-24T18:50:01,CUST000900,ACC000184,MER000120,Online Marketplace,Singapore,United States,5.04,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,1,0,0
TXN00006134,2026-05-16T14:02:51,CUST000833,ACC001026,MER000149,Restaurants,Canada,Netherlands,8.17,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006135,2026-05-09T00:19:14,CUST000498,ACC000348,MER000058,Electronics,Netherlands,France,89.87,GBP,API,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00006136,2026-05-06T09:12:00,CUST000662,ACC000049,MER000028,Fuel,Pakistan,India,112.71,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006137,2026-03-16T11:23:17,CUST000419,ACC000192,MER000094,Crypto Exchange,Netherlands,United States,21.92,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,1,0,1
TXN00006138,2026-06-20T20:02:21,CUST000995,ACC001080,MER000190,Restaurants,Italy,Spain,72.47,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006139,2026-03-12T10:36:54,CUST000350,ACC000822,MER000035,Gambling,Italy,United States,146.97,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006140,2026-03-06T22:10:26,CUST000640,ACC001006,MER000205,Fuel,Singapore,France,218.62,GBP,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006141,2026-01-27T22:19:42,CUST000152,ACC000915,MER000130,Restaurants,Netherlands,Turkey,28.61,GBP,ATM,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006142,2026-05-30T05:42:18,CUST000303,ACC000771,MER000162,Hotels,Pakistan,Pakistan,3.66,GBP,Card Present,Purchase,Completed,0,0,0,0,0,0,0,0
TXN00006143,2026-06-07T23:09:08,CUST000800,ACC000804,MER000030,Hotels,Spain,Netherlands,16.1,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006144,2026-05-08T03:11:46,CUST000552,ACC001034,MER000193,Online Marketplace,United Arab Emirates,Italy,23.88,GBP,E-Commerce,Purchase,Completed,1,0,1,0,0,1,0,1
TXN00006145,2026-05-28T11:57:48,CUST000952,ACC000275,MER000034,Pharmacy,India,United States,2663.2,GBP,E-Commerce,Transfer,Completed,1,1,0,0,0,0,0,0
TXN00006146,2026-02-15T13:48:33,CUST000344,ACC001045,MER000174,Gambling,Italy,United States,112.04,GBP,ATM,Transfer,Completed,1,0,0,1,0,0,0,0
TXN00006147,2026-04-28T15:48:20,CUST000997,ACC001184,MER000245,Fuel,France,India,130.9,USD,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006148,2026-07-01T03:03:10,CUST000836,ACC001195,MER000213,Pharmacy,Spain,Spain,5762.29,GBP,API,Purchase,Completed,0,1,1,0,0,0,0,0
TXN00006149,2026-07-08T01:31:27,CUST000877,ACC000431,MER000208,Gambling,United States,France,52.33,EUR,Branch,Transfer,Completed,1,0,1,1,0,0,0,1
TXN00006150,2026-04-07T18:19:29,CUST000352,ACC000070,MER000110,Hotels,Italy,India,39.04,GBP,ATM,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00006151,2026-03-18T19:40:14,CUST000907,ACC000650,MER000239,Crypto Exchange,United States,France,90.61,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006152,2026-05-17T01:59:51,CUST000222,ACC000532,MER000054,Groceries,United Arab Emirates,Italy,39.34,GBP,API,Purchase,Failed,1,0,1,0,0,0,0,0
TXN00006153,2026-05-31T16:13:57,CUST000660,ACC000594,MER000085,Hotels,Italy,Turkey,286.52,GBP,API,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006154,2026-03-18T22:18:05,CUST000462,ACC001095,MER000108,Money Transfer,India,United Arab Emirates,8.68,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006155,2026-05-13T00:19:40,CUST000465,ACC000495,MER000127,Restaurants,India,United States,21.86,GBP,E-Commerce,Cash Withdrawal,Completed,1,0,1,0,0,0,0,0
TXN00006156,2026-03-05T10:36:18,CUST000091,ACC000301,MER000141,Electronics,Canada,Netherlands,32.25,GBP,Branch,Cash Withdrawal,Failed,1,0,0,0,0,0,0,0
TXN00006157,2026-06-22T17:02:13,CUST000003,ACC000712,MER000069,Pharmacy,United States,India,56.8,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006158,2026-03-07T11:18:38,CUST000990,ACC001245,MER000102,Gambling,India,Singapore,130.06,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006159,2026-04-16T12:11:14,CUST000065,ACC000999,MER000060,Restaurants,Canada,Pakistan,35.72,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006160,2026-02-15T12:14:39,CUST000760,ACC000340,MER000021,Crypto Exchange,Nigeria,Germany,8.83,EUR,Mobile Banking,Transfer,Completed,1,0,0,1,1,1,0,1
TXN00006161,2026-04-08T14:26:30,CUST000704,ACC000818,MER000109,Groceries,United Kingdom,Nigeria,84.99,GBP,Mobile Banking,Purchase,Reversed,1,0,0,0,1,0,0,0
TXN00006162,2026-05-13T22:33:57,CUST000779,ACC001027,MER000144,Groceries,India,Spain,929.72,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006163,2026-04-20T06:04:56,CUST000765,ACC001231,MER000199,Travel,Italy,Nigeria,36.46,GBP,API,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00006164,2026-07-02T17:09:48,CUST000203,ACC000018,MER000195,Electronics,Pakistan,United Arab Emirates,7.46,GBP,Branch,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00006165,2026-05-21T19:32:31,CUST000701,ACC000620,MER000215,Crypto Exchange,Italy,Spain,18.83,GBP,Branch,Purchase,Reversed,1,0,0,1,0,0,0,0
TXN00006166,2026-01-12T23:08:19,CUST000846,ACC000816,MER000063,Hotels,United Arab Emirates,Canada,14.84,GBP,ATM,Transfer,Completed,1,0,0,0,0,1,0,0
TXN00006167,2026-01-24T06:33:18,CUST000868,ACC000393,MER000159,Online Marketplace,Pakistan,United Arab Emirates,82.21,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006168,2026-04-14T17:41:34,CUST000242,ACC000325,MER000089,Travel,Italy,United Kingdom,41.13,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006169,2026-02-23T20:26:49,CUST000434,ACC001296,MER000061,Crypto Exchange,France,Germany,10.12,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006170,2026-05-01T07:43:21,CUST000790,ACC000284,MER000218,Money Transfer,Singapore,France,88.24,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006171,2026-06-10T20:52:19,CUST000938,ACC001158,MER000061,Crypto Exchange,United Arab Emirates,Germany,8.73,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006172,2026-02-06T22:52:27,CUST000468,ACC001244,MER000166,Groceries,Spain,United Kingdom,50.91,EUR,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006173,2026-03-30T08:05:58,CUST000020,ACC000214,MER000204,Subscription,Germany,Singapore,16.22,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00006174,2026-04-21T14:44:47,CUST000630,ACC000218,MER000007,Fuel,Canada,France,25.39,USD,API,Cash Withdrawal,Completed,1,0,0,0,0,0,0,0
TXN00006175,2026-06-16T18:30:51,CUST000208,ACC000247,MER000071,Luxury Goods,Germany,United Arab Emirates,60.6,EUR,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006176,2026-06-15T05:29:02,CUST000075,ACC000006,MER000188,Electronics,United Arab Emirates,Netherlands,61.65,GBP,API,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00006177,2026-06-12T07:19:05,CUST000126,ACC001052,MER000123,Restaurants,Turkey,Canada,139.35,GBP,Card Present,Cash Withdrawal,Failed,1,0,0,0,1,0,0,0
TXN00006178,2026-05-07T09:25:54,CUST000329,ACC001155,MER000088,Luxury Goods,France,Singapore,33.71,GBP,Branch,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00006179,2026-05-23T05:34:03,CUST000693,ACC000672,MER000129,Subscription,Turkey,Turkey,49.72,GBP,Branch,Purchase,Completed,0,0,0,0,1,0,0,0
