node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score
CUST000251,Customer,Amelia Taylor,0,9.0,561.01,66.0,85.45,6.0,0.0,2.0,70.61,High,0,3,3,0.001177,0.00025145,42.44
MER000081,Merchant,Electronics Merchant 081,0,37.0,5771.98,51.0,99.7,4.0,2.0,3.0,69.84,High,35,0,35,0.013731,0.00131547,42.44
MER000175,Merchant,Restaurants Merchant 175,0,37.0,6095.5,48.0,89.11,8.0,0.0,5.0,69.79,High,36,0,36,0.014123,0.00142786,42.44
CUST000059,Customer,Noah Wilson,0,9.0,8965.84,56.0,98.32,4.0,2.0,2.0,70.61,High,0,0,0,0.0,0.00025145,42.42
CUST000538,Customer,Daniel Robinson,0,7.0,506.82000000000005,62.0,89.0,5.0,0.0,4.0,70.55,High,0,4,4,0.001569,0.00025145,42.41
ACC000876,Account,ACC000876,0,4.0,248.82,72.0,83.18,4.0,0.0,3.0,70.51,High,1,6,7,0.002746,0.00025145,42.41
CUST000584,Customer,Aisha Patel,0,9.0,596.41,61.0,90.35,4.0,1.0,4.0,70.57,High,0,0,0,0.0,0.00025145,42.39
CUST000466,Customer,Ethan Thomas,0,12.0,600.43,48.0,94.14,7.0,3.0,1.0,70.55,High,0,1,1,0.000392,0.00025145,42.39
ACC001026,Account,ACC001026,0,8.0,1974.2700000000002,66.0,84.85,6.0,0.0,2.0,70.4,High,1,12,13,0.0051,0.00025145,42.39
MER000034,Merchant,Pharmacy Merchant 034,0,43.0,10951.89,38.0,98.27,8.0,2.0,3.0,69.49,High,42,0,42,0.016477,0.00172313,42.37
CUST000934,Customer,Aisha Young,0,17.0,11118.06,58.0,91.17,6.0,1.0,2.0,70.51,High,0,0,0,0.0,0.00025145,42.36
ACC000811,Account,ACC000811,0,5.0,347.56,76.0,67.84,5.0,0.0,5.0,70.44,High,1,5,6,0.002354,0.00025145,42.36
ACC000650,Account,ACC000650,0,9.0,401.52,83.0,67.17,5.0,0.0,2.0,70.36,High,1,11,12,0.004708,0.00025145,42.36
CUST000890,Customer,Aisha Robinson,0,8.0,644.22,62.0,98.84,3.0,1.0,2.0,70.49,High,0,0,0,0.0,0.00025145,42.34
CUST000772,Customer,Daniel Robinson,0,13.0,1003.64,52.0,98.68,5.0,2.0,2.0,70.44,High,0,2,2,0.000785,0.00025145,42.33
ACC000389,Account,ACC000389,0,6.0,167.69,61.0,99.48,3.0,1.0,2.0,70.27,High,5,7,12,0.004708,0.00026614,42.31
CUST000454,Customer,Amelia Taylor,0,13.0,626.51,52.0,82.74,11.0,0.0,3.0,70.36,High,0,3,3,0.001177,0.00025145,42.29
ACC000564,Account,ACC000564,0,11.0,575.13,65.0,86.54,5.0,0.0,3.0,70.04,High,6,12,18,0.007062,0.00052591,42.27
MER000041,Merchant,Electronics Merchant 041,0,40.0,6011.18,55.0,84.77,8.0,0.0,3.0,69.42,High,40,0,40,0.015692,0.00154243,42.27
CUST000045,Customer,Sophia Ali,0,15.0,933.61,66.0,91.84,4.0,1.0,1.0,70.34,High,0,1,1,0.000392,0.00025145,42.26
ACC000802,Account,ACC000802,0,4.0,184.5,60.0,97.73,3.0,1.0,3.0,70.21,High,1,7,8,0.003138,0.00025145,42.24
CUST000717,Customer,Ali Ahmed,0,8.0,237.4,79.0,83.41,3.0,0.0,1.0,70.24,High,0,5,5,0.001962,0.00025145,42.23
ACC000525,Account,ACC000525,0,6.0,240.59999999999997,71.0,86.2,4.0,0.0,2.0,70.12,High,3,10,13,0.0051,0.00030233,42.23
ACC000730,Account,ACC000730,0,6.0,4889.419999999999,58.0,95.83,4.0,1.0,3.0,70.14,High,2,8,10,0.003923,0.00030336,42.22
ACC000903,Account,ACC000903,0,4.0,191.10999999999999,66.0,95.45,3.0,1.0,1.0,70.11,High,4,7,11,0.004315,0.00034742,42.22
CUST000340,Customer,Lucas Green,0,6.0,319.71000000000004,64.0,78.4,6.0,0.0,5.0,70.24,High,0,2,2,0.000785,0.00025145,42.21
ACC000083,Account,ACC000083,0,5.0,206.76,89.0,67.37,3.0,0.0,2.0,70.13,High,3,7,10,0.003923,0.00025448,42.21
ACC001159,Account,ACC001159,0,7.0,419.86,66.0,91.05,4.0,1.0,1.0,70.07,High,4,10,14,0.005492,0.00030067,42.21
CUST000319,Customer,Zara Hussain,0,4.0,139.7,67.0,91.66,3.0,1.0,2.0,70.23,High,0,2,2,0.000785,0.00025145,42.2
CUST000518,Customer,Mia Patel,0,8.0,402.93,83.0,82.52,2.0,0.0,1.0,70.23,High,0,0,0,0.0,0.00025145,42.19
CUST000806,Customer,Lucas Ali,0,6.0,4924.87,61.0,99.29,2.0,2.0,2.0,70.2,High,0,1,1,0.000392,0.00025145,42.18
ACC000011,Account,ACC000011,0,8.0,608.94,67.0,78.15,7.0,0.0,2.0,70.0,High,5,9,14,0.005492,0.00034223,42.18
ACC000863,Account,ACC000863,0,14.0,522.9,61.0,97.09,4.0,1.0,1.0,69.93,High,4,16,20,0.007846,0.00033592,42.18
CUST000992,Customer,Amelia Patel,0,9.0,606.19,65.0,97.01,3.0,1.0,1.0,70.2,High,0,0,0,0.0,0.00025145,42.17
ACC000309,Account,ACC000309,0,6.0,450.69,84.0,82.98,2.0,0.0,0.0,69.84,High,5,9,14,0.005492,0.00078735,42.17
CUST000307,Customer,Ethan Robinson,0,12.0,6795.89,51.0,99.19,3.0,4.0,2.0,70.17,High,0,1,1,0.000392,0.00025145,42.16
CUST000165,Customer,Isabella Jones,0,11.0,5376.96,58.0,92.95,5.0,2.0,1.0,70.13,High,0,2,2,0.000785,0.00025145,42.14
CUST000774,Customer,Isabella Wright,0,8.0,293.44,66.0,82.51,5.0,0.0,4.0,70.08,High,0,5,5,0.001962,0.00025145,42.14
ACC001007,Account,ACC001007,0,5.0,229.59,66.0,99.16,2.0,1.0,1.0,69.91,High,3,10,13,0.0051,0.00044155,42.14
CUST000952,Customer,Ali Hussain,0,16.0,3320.3199999999997,39.0,98.77,4.0,8.0,0.0,70.12,High,0,0,0,0.0,0.00025145,42.12
ACC000317,Account,ACC000317,0,6.0,241.85000000000002,61.0,91.32,4.0,1.0,3.0,69.91,High,2,7,9,0.003531,0.00039238,42.1
ACC001294,Account,ACC001294,0,8.0,384.91999999999996,56.0,96.31,4.0,2.0,2.0,69.91,High,2,9,11,0.004315,0.00025156,42.08
ACC000038,Account,ACC000038,0,10.0,1285.06,63.0,98.71,3.0,1.0,1.0,69.9,High,1,11,12,0.004708,0.00025145,42.08
ACC001215,Account,ACC001215,0,5.0,116.05,63.0,94.44,3.0,2.0,1.0,69.9,High,2,6,8,0.003138,0.00040677,42.08
CUST000970,Customer,Amelia Ahmed,0,10.0,683.8199999999999,56.0,90.9,5.0,1.0,4.0,70.02,High,0,1,1,0.000392,0.00025145,42.07
CUST000337,Customer,Ali Brown,0,7.0,234.94,56.0,88.04,6.0,0.0,5.0,70.01,High,0,2,2,0.000785,0.00025145,42.07
ACC000306,Account,ACC000306,0,4.0,90.78,78.0,88.08,2.0,0.0,1.0,69.93,High,2,6,8,0.003138,0.00026428,42.07
ACC001293,Account,ACC001293,0,8.0,356.13,59.0,89.47,6.0,0.0,3.0,69.86,High,3,9,12,0.004708,0.0003066,42.07
CUST000703,Customer,Amelia Ahmed,0,16.0,1047.68,66.0,80.74,6.0,0.0,3.0,69.96,High,0,2,2,0.000785,0.00025145,42.04
CUST000203,Customer,James Patel,0,8.0,224.36,79.0,86.85,2.0,0.0,1.0,69.95,High,0,2,2,0.000785,0.00025145,42.04
ACC000714,Account,ACC000714,0,6.0,133.91,83.0,80.04,3.0,0.0,0.0,69.86,High,3,6,9,0.003531,0.00025704,42.04
CUST000114,Customer,Sophia Taylor,0,9.0,631.78,83.0,75.94,4.0,0.0,0.0,69.93,High,0,1,1,0.000392,0.00025145,42.02
ACC001183,Account,ACC001183,0,5.0,415.90999999999997,79.0,89.35,2.0,0.0,0.0,69.82,High,3,5,8,0.003138,0.00027918,42.01
ACC000428,Account,ACC000428,0,10.0,598.91,61.0,92.2,5.0,1.0,1.0,69.72,High,2,13,15,0.005885,0.00027787,42.01
CUST000081,Customer,Adam Smith,0,11.0,621.94,56.0,86.34,7.0,0.0,4.0,69.92,High,0,0,0,0.0,0.00025145,42.0
CUST000439,Customer,Grace Hussain,0,10.0,2800.76,61.0,79.92,7.0,0.0,4.0,69.92,High,0,0,0,0.0,0.00025145,42.0
ACC000566,Account,ACC000566,0,16.0,667.63,55.0,88.16,8.0,0.0,2.0,69.61,High,3,16,19,0.007454,0.00043271,42.0
ACC001090,Account,ACC001090,0,5.0,5789.51,66.0,94.52,3.0,1.0,1.0,69.78,High,2,6,8,0.003138,0.00030679,41.99
CUST000289,Customer,Maya Taylor,0,9.0,555.49,66.0,91.95,3.0,1.0,2.0,69.88,High,0,0,0,0.0,0.00025145,41.98
ACC000681,Account,ACC000681,0,14.0,482.28,52.0,96.43,4.0,3.0,2.0,69.65,High,2,15,17,0.006669,0.00025429,41.97
CUST000668,Customer,Daniel Wilson,0,14.0,1154.67,65.0,90.22,5.0,1.0,0.0,69.83,High,0,0,0,0.0,0.00025145,41.95
ACC000247,Account,ACC000247,0,5.0,269.83,55.0,95.61,5.0,2.0,1.0,69.71,High,2,5,7,0.002746,0.0003211,41.95
MER000104,Merchant,Pharmacy Merchant 104,0,39.0,5531.17,38.0,98.2,5.0,6.0,1.0,68.97,High,38,0,38,0.014908,0.00124863,41.93
ACC000226,Account,ACC000226,0,13.0,670.74,61.0,95.89,4.0,1.0,1.0,69.51,High,5,13,18,0.007062,0.00034394,41.92
CUST000843,Customer,Daniel Green,0,6.0,829.78,83.0,76.87,3.0,0.0,1.0,69.75,High,0,1,1,0.000392,0.00025145,41.91
ACC000577,Account,ACC000577,0,3.0,257.64,68.0,91.53,3.0,1.0,1.0,69.64,High,4,5,9,0.003531,0.00028234,41.91
ACC000760,Account,ACC000760,0,8.0,2410.77,71.0,83.26,5.0,0.0,1.0,69.59,High,2,11,13,0.0051,0.00025347,41.91
ACC000101,Account,ACC000101,0,4.0,320.84,66.0,95.55,2.0,1.0,2.0,69.64,High,3,5,8,0.003138,0.00028228,41.9
CUST000639,Customer,Ethan Robinson,0,8.0,3831.42,55.0,95.56,6.0,1.0,1.0,69.7,High,0,0,0,0.0,0.00025145,41.87
ACC000948,Account,ACC000948,0,6.0,3541.76,61.0,97.28,2.0,2.0,2.0,69.5,High,3,8,11,0.004315,0.0002984,41.85
CUST000398,Customer,Fatima Jones,0,10.0,507.64,83.0,83.59,2.0,0.0,0.0,69.61,High,0,0,0,0.0,0.00025145,41.82
ACC000158,Account,ACC000158,0,14.0,958.14,58.0,98.78,4.0,1.0,1.0,69.17,High,4,16,20,0.007846,0.00069797,41.8
ACC000935,Account,ACC000935,0,10.0,922.6899999999999,88.0,71.94,3.0,0.0,0.0,69.28,High,7,12,19,0.007454,0.00037726,41.79
MER000148,Merchant,Fuel Merchant 148,0,44.0,2440.96,50.0,90.52,6.0,1.0,4.0,68.68,High,43,0,43,0.016869,0.00112216,41.77
CUST000437,Customer,Amelia Jones,0,9.0,427.95,66.0,85.13,6.0,0.0,1.0,69.5,High,0,1,1,0.000392,0.00025145,41.76
ACC000763,Account,ACC000763,0,3.0,101.84,63.0,97.26,3.0,1.0,1.0,69.39,High,2,7,9,0.003531,0.00027744,41.76
MER000138,Merchant,Electronics Merchant 138,0,41.0,6602.28,48.0,91.69,7.0,1.0,3.0,68.69,High,40,0,40,0.015692,0.001177,41.76
CUST000625,Customer,Adam Robinson,0,13.0,770.9100000000001,60.0,82.76,7.0,0.0,3.0,69.47,High,0,2,2,0.000785,0.00025145,41.75
ACC000348,Account,ACC000348,0,13.0,7037.509999999999,49.0,94.62,6.0,2.0,2.0,69.17,High,4,13,17,0.006669,0.00041068,41.72
ACC001132,Account,ACC001132,0,4.0,198.53,67.0,91.66,3.0,1.0,1.0,69.23,High,3,5,8,0.003138,0.00039078,41.68
CUST000482,Customer,Muhammad Khan,0,8.0,3485.1099999999997,61.0,92.4,4.0,1.0,2.0,69.29,High,0,3,3,0.001177,0.00025145,41.65
ACC000036,Account,ACC000036,0,10.0,637.47,66.0,89.94,4.0,0.0,2.0,69.18,High,1,10,11,0.004315,0.00025145,41.64
MER000111,Merchant,Groceries Merchant 111,0,37.0,6592.43,53.0,92.91,5.0,1.0,3.0,68.37,High,37,0,37,0.014515,0.00159047,41.63
ACC000028,Account,ACC000028,0,11.0,586.15,57.0,88.26,7.0,0.0,2.0,69.04,High,2,15,17,0.006669,0.00031028,41.62
ACC000440,Account,ACC000440,0,11.0,711.26,58.0,98.41,4.0,1.0,1.0,69.04,High,3,14,17,0.006669,0.00030231,41.62
ACC000601,Account,ACC000601,0,17.0,735.37,62.0,74.36,8.0,0.0,3.0,68.93,High,2,22,24,0.009415,0.00025323,41.6
CUST000558,Customer,Hannah Green,0,7.0,2046.47,66.0,92.86,2.0,2.0,1.0,69.2,High,0,2,2,0.000785,0.00025145,41.59
ACC000390,Account,ACC000390,0,3.0,5430.61,71.0,90.64,2.0,1.0,1.0,69.17,High,1,4,5,0.001962,0.00025145,41.59
ACC000130,Account,ACC000130,0,12.0,3243.2900000000004,49.0,98.29,5.0,2.0,2.0,68.95,High,4,13,17,0.006669,0.00045093,41.59
ACC000426,Account,ACC000426,0,6.0,293.45000000000005,56.0,98.04,4.0,1.0,2.0,69.01,High,4,8,12,0.004708,0.00027539,41.56
ACC000616,Account,ACC000616,0,7.0,326.96000000000004,54.0,90.61,5.0,1.0,4.0,69.01,High,2,10,12,0.004708,0.00029725,41.56
ACC000698,Account,ACC000698,0,6.0,230.18,60.0,94.16,4.0,2.0,0.0,68.96,High,5,8,13,0.0051,0.00036147,41.55
MER000086,Merchant,Subscription Merchant 086,0,40.0,2488.46,53.0,88.5,7.0,0.0,3.0,68.32,High,39,0,39,0.0153,0.00123993,41.55
CUST000579,Customer,Fatima Robinson,0,7.0,7192.22,56.0,89.78,7.0,0.0,2.0,69.12,High,0,0,0,0.0,0.00025145,41.52
CUST000223,Customer,Muhammad Ahmed,0,11.0,1404.94,55.0,98.06,4.0,2.0,1.0,69.07,High,0,2,2,0.000785,0.00025145,41.51
ACC000929,Account,ACC000929,0,14.0,3459.8199999999997,52.0,89.81,8.0,0.0,2.0,68.83,High,3,17,20,0.007846,0.00027921,41.51
ACC001122,Account,ACC001122,0,9.0,6424.14,76.0,87.57,2.0,0.0,1.0,68.85,High,5,11,16,0.006277,0.00033596,41.5
ACC001221,Account,ACC001221,0,5.0,4659.61,61.0,95.78,3.0,1.0,2.0,68.97,High,1,6,7,0.002746,0.00025145,41.49
CUST000832,Customer,Muhammad Robinson,0,9.0,518.44,57.0,88.26,7.0,0.0,2.0,69.04,High,0,1,1,0.000392,0.00025145,41.48
ACC000386,Account,ACC000386,0,4.0,275.08,61.0,98.38,3.0,1.0,1.0,68.88,High,2,4,6,0.002354,0.00041289,41.46
ACC000858,Account,ACC000858,0,2.0,74.58,78.0,87.86,2.0,0.0,0.0,68.85,High,3,2,5,0.001962,0.00046347,41.44
ACC001119,Account,ACC001119,0,6.0,217.44,53.0,95.4,4.0,1.0,4.0,68.74,High,7,8,15,0.005885,0.00041333,41.44
MER000096,Merchant,Fuel Merchant 096,0,39.0,1681.17,65.0,84.27,5.0,0.0,2.0,68.24,High,39,0,39,0.0153,0.00094835,41.44
ACC000590,Account,ACC000590,0,5.0,267.46000000000004,71.0,83.89,3.0,0.0,3.0,68.81,High,3,8,11,0.004315,0.00027397,41.43
ACC000399,Account,ACC000399,0,9.0,338.3,56.0,90.06,5.0,1.0,3.0,68.72,High,4,11,15,0.005885,0.00039418,41.43
ACC000496,Account,ACC000496,0,9.0,200.22,57.0,83.02,6.0,0.0,5.0,68.71,High,3,11,14,0.005492,0.0003978,41.42
ACC000166,Account,ACC000166,0,5.0,374.96,63.0,99.94,2.0,1.0,1.0,68.83,High,2,5,7,0.002746,0.00026805,41.41
ACC000358,Account,ACC000358,0,9.0,791.62,66.0,73.01,7.0,0.0,3.0,68.75,High,2,11,13,0.0051,0.00029719,41.41
ACC000670,Account,ACC000670,0,8.0,1925.69,66.0,82.86,6.0,0.0,1.0,68.7,High,4,10,14,0.005492,0.00034241,41.4
ACC000268,Account,ACC000268,0,15.0,490.37,55.0,95.05,5.0,2.0,0.0,68.52,High,4,17,21,0.008239,0.00027345,41.33
ACC000986,Account,ACC000986,0,12.0,771.46,56.0,95.29,5.0,1.0,1.0,68.55,High,4,13,17,0.006669,0.00027146,41.32
ACC000952,Account,ACC000952,0,11.0,618.75,59.0,88.59,6.0,0.0,2.0,68.56,High,2,13,15,0.005885,0.00025661,41.31
CUST000315,Customer,Isabella Brown,0,13.0,827.74,56.0,90.06,5.0,1.0,3.0,68.72,High,0,2,2,0.000785,0.00025145,41.3
CUST000082,Customer,Amelia Hall,0,14.0,2862.9500000000003,66.0,82.86,6.0,0.0,1.0,68.7,High,0,3,3,0.001177,0.00025145,41.29
CUST000836,Customer,Adam Ahmed,0,12.0,6675.7699999999995,48.0,98.85,5.0,2.0,2.0,68.7,High,0,0,0,0.0,0.00025145,41.27
ACC000123,Account,ACC000123,0,4.0,646.8,59.0,92.89,4.0,1.0,2.0,68.56,High,4,4,8,0.003138,0.00035161,41.27
ACC001111,Account,ACC001111,0,8.0,780.91,61.0,90.12,4.0,1.0,2.0,68.49,High,3,7,10,0.003923,0.00049421,41.27
ACC000191,Account,ACC000191,0,2.0,59.910000000000004,88.0,74.23,2.0,0.0,0.0,68.58,High,4,3,7,0.002746,0.00026848,41.26
ACC000002,Account,ACC000002,0,13.0,923.0,65.0,88.67,4.0,0.0,2.0,68.28,High,4,16,20,0.007846,0.00069875,41.26
ACC001141,Account,ACC001141,0,8.0,4229.9800000000005,54.0,94.82,5.0,1.0,2.0,68.49,High,4,8,12,0.004708,0.0003311,41.25
ACC000749,Account,ACC000749,0,6.0,731.6,56.0,92.3,5.0,1.0,2.0,68.5,High,4,6,10,0.003923,0.00027358,41.23
CUST000176,Customer,Maya Ahmed,0,7.0,465.21,60.0,91.56,4.0,1.0,2.0,68.55,High,0,2,2,0.000785,0.00025145,41.2
CUST000904,Customer,Daniel Hussain,0,8.0,1054.99,58.0,97.04,2.0,3.0,1.0,68.56,High,0,1,1,0.000392,0.00025145,41.19
ACC000394,Account,ACC000394,0,4.0,148.12,63.0,88.39,4.0,0.0,3.0,68.29,High,3,8,11,0.004315,0.00061045,41.18
CUST000691,Customer,Daniel Ali,0,9.0,817.91,66.0,85.16,4.0,0.0,3.0,68.51,High,0,0,0,0.0,0.00025145,41.16
CUST000994,Customer,Lucas Wright,0,10.0,10456.29,58.0,86.7,6.0,0.0,3.0,68.44,High,0,0,0,0.0,0.00025145,41.11
ACC000521,Account,ACC000521,0,6.0,5343.04,56.0,94.51,4.0,2.0,1.0,68.28,High,2,6,8,0.003138,0.0002642,41.08
ACC000171,Account,ACC000171,0,8.0,526.79,70.0,86.37,3.0,0.0,2.0,68.23,High,3,9,12,0.004708,0.00025891,41.08
CUST000205,Customer,Adam Brown,0,10.0,461.26,57.0,97.67,3.0,2.0,1.0,68.33,High,0,3,3,0.001177,0.00025145,41.07
ACC000253,Account,ACC000253,0,4.0,203.29999999999998,56.0,92.66,4.0,1.0,3.0,68.13,High,3,10,13,0.0051,0.00042828,41.07
ACC000110,Account,ACC000110,0,6.0,438.65000000000003,88.0,70.24,2.0,0.0,1.0,68.18,High,3,6,9,0.003531,0.0003971,41.06
CUST000387,Customer,Hannah Robinson,0,7.0,2266.37,70.0,89.46,3.0,0.0,1.0,68.31,High,0,2,2,0.000785,0.00025145,41.05
CUST000899,Customer,Noah Hussain,0,15.0,3927.71,56.0,81.71,7.0,0.0,4.0,68.3,High,0,1,1,0.000392,0.00025145,41.04
CUST000025,Customer,Muhammad Ali,0,7.0,11949.92,68.0,77.69,5.0,0.0,3.0,68.29,High,0,2,2,0.000785,0.00025145,41.04
ACC001095,Account,ACC001095,0,17.0,1102.78,53.0,86.18,8.0,0.0,2.0,68.01,High,2,19,21,0.008239,0.00033478,41.04
ACC001177,Account,ACC001177,0,8.0,286.88,61.0,92.04,4.0,1.0,1.0,68.16,High,2,9,11,0.004315,0.00025557,41.03
CUST000673,Customer,Muhammad Khan,0,11.0,436.63,56.0,90.05,6.0,1.0,1.0,68.22,High,0,3,3,0.001177,0.00025145,41.01
CUST000483,Customer,Lucas Walker,0,14.0,8457.7,53.0,92.48,6.0,2.0,0.0,68.22,High,0,0,0,0.0,0.00025145,40.98
CUST000141,Customer,Mia Green,0,12.0,750.02,57.0,94.41,4.0,1.0,2.0,68.19,High,0,2,2,0.000785,0.00025145,40.98
ACC000972,Account,ACC000972,0,8.0,1412.19,62.0,90.32,4.0,1.0,1.0,68.01,High,3,10,13,0.0051,0.00030894,40.97
ACC000046,Account,ACC000046,0,13.0,5661.539999999999,58.0,87.94,6.0,0.0,2.0,67.88,High,4,13,17,0.006669,0.00040041,40.94
ACC000769,Account,ACC000769,0,9.0,388.63,63.0,86.05,5.0,0.0,2.0,67.97,High,3,9,12,0.004708,0.00028431,40.93
ACC000568,Account,ACC000568,0,6.0,227.09,73.0,75.69,5.0,0.0,1.0,67.84,High,5,8,13,0.0051,0.0006386,40.93
ACC001087,Account,ACC001087,0,4.0,337.85,61.0,97.33,2.0,1.0,2.0,68.02,High,1,5,6,0.002354,0.00025145,40.91
ACC000623,Account,ACC000623,0,7.0,3018.4,68.0,83.79,4.0,0.0,2.0,67.93,High,3,8,11,0.004315,0.00031594,40.91
CUST000499,Customer,Grace Clarke,0,13.0,557.27,49.0,92.68,6.0,1.0,3.0,67.99,High,0,6,6,0.002354,0.00025145,40.89
CUST000349,Customer,Adam Patel,0,11.0,366.48,49.0,91.16,6.0,2.0,2.0,67.96,High,0,2,2,0.000785,0.00025145,40.84
ACC001192,Account,ACC001192,0,7.0,2290.47,49.0,99.35,3.0,3.0,2.0,67.82,High,1,10,11,0.004315,0.00025145,40.83
ACC000932,Account,ACC000932,0,20.0,1332.6399999999999,52.0,75.05,10.0,0.0,3.0,67.67,High,2,20,22,0.008631,0.00025425,40.83
ACC000514,Account,ACC000514,0,7.0,2824.73,61.0,99.52,2.0,1.0,1.0,67.78,High,5,7,12,0.004708,0.0002953,40.82
ACC001203,Account,ACC001203,0,7.0,421.24,63.0,81.24,6.0,0.0,2.0,67.78,High,3,8,11,0.004315,0.00027868,40.81
ACC000206,Account,ACC000206,0,5.0,254.57999999999998,56.0,91.64,4.0,1.0,3.0,67.77,High,3,8,11,0.004315,0.00030646,40.81
ACC000867,Account,ACC000867,0,6.0,898.0600000000001,83.0,73.85,3.0,0.0,0.0,67.7,High,5,9,14,0.005492,0.00038933,40.81
ACC000547,Account,ACC000547,0,6.0,134.73,63.0,96.51,2.0,1.0,1.0,67.63,High,5,8,13,0.0051,0.00057545,40.8
MER000024,Merchant,Electronics Merchant 024,0,28.0,11170.37,53.0,93.89,4.0,3.0,0.0,67.21,High,28,0,28,0.010985,0.00121774,40.79
CUST000990,Customer,Oliver Smith,0,6.0,417.40000000000003,55.0,97.45,3.0,3.0,0.0,67.86,High,0,2,2,0.000785,0.00025145,40.78
CUST000743,Customer,Hannah Hall,0,11.0,896.48,56.0,86.09,7.0,0.0,2.0,67.83,High,0,4,4,0.001569,0.00025145,40.78
ACC000164,Account,ACC000164,0,12.0,594.65,48.0,94.42,6.0,2.0,1.0,67.65,High,3,13,16,0.006277,0.00027402,40.77
ACC000124,Account,ACC000124,0,7.0,4679.96,61.0,82.01,5.0,0.0,4.0,67.65,High,2,13,15,0.005885,0.00025305,40.76
ACC000474,Account,ACC000474,0,9.0,328.77,61.0,87.62,5.0,0.0,2.0,67.62,High,3,10,13,0.0051,0.00043589,40.76
ACC000294,Account,ACC000294,0,6.0,2015.85,66.0,92.86,1.0,2.0,1.0,67.7,High,2,7,9,0.003531,0.0002801,40.75
ACC000554,Account,ACC000554,0,12.0,785.14,83.0,73.42,3.0,0.0,0.0,67.55,High,5,12,17,0.006669,0.00038015,40.74
CUST000869,Customer,Zara Wright,0,9.0,582.07,88.0,63.33,4.0,0.0,0.0,67.77,High,0,2,2,0.000785,0.00025145,40.73
ACC001227,Account,ACC001227,0,11.0,525.1,52.0,94.61,5.0,1.0,2.0,67.51,High,4,13,17,0.006669,0.00042303,40.72
CUST000541,Customer,Grace Brown,0,7.0,2615.42,61.0,85.14,5.0,0.0,3.0,67.75,High,0,1,1,0.000392,0.00025145,40.71
ACC000050,Account,ACC000050,0,5.0,3475.28,61.0,98.97,2.0,1.0,1.0,67.59,High,3,8,11,0.004315,0.00037295,40.71
ACC001059,Account,ACC001059,0,8.0,4124.26,66.0,96.68,1.0,1.0,1.0,67.54,High,4,7,11,0.004315,0.00045578,40.7
ACC001179,Account,ACC001179,0,8.0,400.59,53.0,96.22,5.0,1.0,1.0,67.53,High,5,9,14,0.005492,0.00035301,40.7
ACC001104,Account,ACC001104,0,14.0,3780.45,56.0,86.62,6.0,0.0,3.0,67.52,High,3,14,17,0.006669,0.00026324,40.7
ACC000539,Account,ACC000539,0,7.0,6233.38,66.0,92.54,2.0,1.0,1.0,67.59,High,1,9,10,0.003923,0.00025145,40.68
CUST000821,Customer,Noah Robinson,0,3.0,434.62,93.0,66.67,1.0,0.0,1.0,67.68,High,0,2,2,0.000785,0.00025145,40.67
MER000157,Merchant,Groceries Merchant 157,0,36.0,12802.73,48.0,81.96,9.0,0.0,3.0,66.79,High,36,0,36,0.014123,0.00154741,40.67
CUST000667,Customer,Leo Hall,0,9.0,3619.44,56.0,95.64,3.0,1.0,3.0,67.67,High,0,1,1,0.000392,0.00025145,40.66
CUST000526,Customer,Grace Davies,0,9.0,5787.05,83.0,59.43,5.0,0.0,2.0,67.65,High,0,1,1,0.000392,0.00025145,40.65
ACC000819,Account,ACC000819,0,4.0,326.94,62.0,94.68,2.0,1.0,2.0,67.54,High,4,4,8,0.003138,0.00032489,40.65
ACC001277,Account,ACC001277,0,8.0,880.51,57.0,93.32,3.0,1.0,3.0,67.31,High,7,9,16,0.006277,0.00068924,40.65
CUST000277,Customer,Lucas Smith,0,10.0,418.75,55.0,95.32,4.0,1.0,2.0,67.61,High,0,1,1,0.000392,0.00025145,40.62
ACC000918,Account,ACC000918,0,19.0,2626.91,61.0,77.91,7.0,0.0,2.0,67.22,High,5,22,27,0.010592,0.00035857,40.62
CUST000740,Customer,Adam Jones,0,6.0,6191.66,66.0,92.54,2.0,1.0,1.0,67.59,High,0,1,1,0.000392,0.00025145,40.61
MER000163,Merchant,Restaurants Merchant 163,0,33.0,11522.53,43.0,95.64,6.0,2.0,2.0,66.82,High,33,0,33,0.012946,0.00127869,40.61
ACC001239,Account,ACC001239,0,15.0,993.5699999999999,44.0,99.95,4.0,3.0,2.0,67.28,High,2,18,20,0.007846,0.00027058,40.58
ACC001156,Account,ACC001156,0,7.0,184.53,60.0,86.56,6.0,0.0,1.0,67.3,High,4,10,14,0.005492,0.00034892,40.56
ACC001251,Account,ACC001251,0,10.0,4323.18,49.0,98.03,4.0,2.0,2.0,67.36,High,1,10,11,0.004315,0.00025145,40.55
ACC000931,Account,ACC000931,0,7.0,549.86,54.0,92.72,4.0,1.0,3.0,67.25,High,4,7,11,0.004315,0.000511,40.54
ACC000271,Account,ACC000271,0,8.0,182.94,66.0,84.33,4.0,0.0,2.0,67.22,High,4,12,16,0.006277,0.00037629,40.53
CUST000432,Customer,Leo Hall,0,5.0,368.38,71.0,77.1,5.0,0.0,1.0,67.44,High,0,1,1,0.000392,0.00025145,40.52
