transaction_id,a_record_count,a_recon_references,a_source_systems,a_account_id,a_booking_date,a_amount,a_currency,a_status,b_record_count,b_recon_references,b_source_systems,b_account_id,b_booking_date,b_amount,b_currency,b_status,amount_difference,absolute_amount_difference,break_type,primary_break_category,is_break,severity,reconciliation_status,case_age_days
TXN00005538,1,REC-A-TXN00005538,PaymentProcessorA,ACC000419,2026-02-07,24.93,EUR,Completed,1,REC-B-TXN00005538,CoreBankingB,ACC000419,2026-02-07,24.93,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,154
TXN00005545,1,REC-A-TXN00005545,PaymentProcessorA,ACC000224,2026-06-01,9.43,GBP,Reversed,1,REC-B-TXN00005545,CoreBankingB,ACC000224,2026-06-01,9.43,GBP,Reversed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,40
TXN00005546,1,REC-A-TXN00005546,PaymentProcessorA,ACC001267,2026-02-02,30.09,GBP,Completed,1,REC-B-TXN00005546,CoreBankingB,ACC001267,2026-02-02,30.09,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,159
TXN00005548,1,REC-A-TXN00005548,PaymentProcessorA,ACC000768,2026-01-23,64.74,EUR,Completed,1,REC-B-TXN00005548,CoreBankingB,ACC000768,2026-01-23,64.74,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,169
TXN00005551,1,REC-A-TXN00005551,PaymentProcessorA,ACC000667,2026-07-09,85.9,USD,Completed,1,REC-B-TXN00005551,CoreBankingB,ACC000667,2026-07-09,85.9,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,2
TXN00005555,1,REC-A-TXN00005555,PaymentProcessorA,ACC000530,2026-04-02,40.74,GBP,Completed,1,REC-B-TXN00005555,CoreBankingB,ACC000530,2026-04-02,40.74,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,100
TXN00005560,1,REC-A-TXN00005560,PaymentProcessorA,ACC000882,2026-01-17,7.22,GBP,Completed,1,REC-B-TXN00005560,CoreBankingB,ACC000882,2026-01-17,7.22,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,175
TXN00005562,1,REC-A-TXN00005562,PaymentProcessorA,ACC000952,2026-04-27,31.05,GBP,Reversed,1,REC-B-TXN00005562,CoreBankingB,ACC000952,2026-04-27,31.05,GBP,Reversed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,75
TXN00005564,1,REC-A-TXN00005564,PaymentProcessorA,ACC000287,2026-06-01,15.86,GBP,Completed,1,REC-B-TXN00005564,CoreBankingB,ACC000287,2026-06-01,15.86,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,40
TXN00005565,1,REC-A-TXN00005565,PaymentProcessorA,ACC000244,2026-03-12,49.8,GBP,Completed,1,REC-B-TXN00005565,CoreBankingB,ACC000244,2026-03-12,49.8,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,121
TXN00005571,1,REC-A-TXN00005571,PaymentProcessorA,ACC000792,2026-03-22,10.67,GBP,Pending,1,REC-B-TXN00005571,CoreBankingB,ACC000792,2026-03-22,10.67,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,111
TXN00005573,1,REC-A-TXN00005573,PaymentProcessorA,ACC001023,2026-02-02,57.82,EUR,Completed,1,REC-B-TXN00005573,CoreBankingB,ACC001023,2026-02-02,57.82,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,159
TXN00005580,1,REC-A-TXN00005580,PaymentProcessorA,ACC001084,2026-01-28,40.23,GBP,Completed,1,REC-B-TXN00005580,CoreBankingB,ACC001084,2026-01-28,40.23,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,164
TXN00005581,1,REC-A-TXN00005581,PaymentProcessorA,ACC000205,2026-04-12,7.2,EUR,Completed,1,REC-B-TXN00005581,CoreBankingB,ACC000205,2026-04-12,7.2,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,90
TXN00005590,1,REC-A-TXN00005590,PaymentProcessorA,ACC001063,2026-04-26,49.17,GBP,Completed,1,REC-B-TXN00005590,CoreBankingB,ACC001063,2026-04-26,49.17,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,76
TXN00005594,1,REC-A-TXN00005594,PaymentProcessorA,ACC001180,2026-05-09,118.77,GBP,Completed,1,REC-B-TXN00005594,CoreBankingB,ACC001180,2026-05-09,118.77,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,63
TXN00005595,1,REC-A-TXN00005595,PaymentProcessorA,ACC000699,2026-01-20,41.96,GBP,Completed,1,REC-B-TXN00005595,CoreBankingB,ACC000699,2026-01-20,41.96,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,172
TXN00005596,1,REC-A-TXN00005596,PaymentProcessorA,ACC000476,2026-01-16,3.65,GBP,Completed,1,REC-B-TXN00005596,CoreBankingB,ACC000476,2026-01-16,3.65,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,176
TXN00005598,1,REC-A-TXN00005598,PaymentProcessorA,ACC000236,2026-05-30,546.22,GBP,Completed,1,REC-B-TXN00005598,CoreBankingB,ACC000236,2026-05-30,546.22,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,42
TXN00005606,1,REC-A-TXN00005606,PaymentProcessorA,ACC000576,2026-06-02,16.2,GBP,Completed,1,REC-B-TXN00005606,CoreBankingB,ACC000576,2026-06-02,16.2,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,39
TXN00005607,1,REC-A-TXN00005607,PaymentProcessorA,ACC000263,2026-02-03,43.65,GBP,Completed,1,REC-B-TXN00005607,CoreBankingB,ACC000263,2026-02-03,43.65,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,158
TXN00005610,1,REC-A-TXN00005610,PaymentProcessorA,ACC001232,2026-04-08,37.85,GBP,Completed,1,REC-B-TXN00005610,CoreBankingB,ACC001232,2026-04-08,37.85,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,94
TXN00005611,1,REC-A-TXN00005611,PaymentProcessorA,ACC000282,2026-05-25,47.88,GBP,Completed,1,REC-B-TXN00005611,CoreBankingB,ACC000282,2026-05-25,47.88,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,47
TXN00005614,1,REC-A-TXN00005614,PaymentProcessorA,ACC000685,2026-02-07,20.15,GBP,Failed,1,REC-B-TXN00005614,CoreBankingB,ACC000685,2026-02-07,20.15,GBP,Failed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,154
TXN00005618,1,REC-A-TXN00005618,PaymentProcessorA,ACC000832,2026-03-30,42.97,USD,Completed,1,REC-B-TXN00005618,CoreBankingB,ACC000832,2026-03-30,42.97,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,103
TXN00005624,1,REC-A-TXN00005624,PaymentProcessorA,ACC000685,2026-01-20,44.01,GBP,Completed,1,REC-B-TXN00005624,CoreBankingB,ACC000685,2026-01-20,44.01,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,172
TXN00005628,1,REC-A-TXN00005628,PaymentProcessorA,ACC000611,2026-06-23,10.72,GBP,Pending,1,REC-B-TXN00005628,CoreBankingB,ACC000611,2026-06-23,10.72,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,18
TXN00005629,1,REC-A-TXN00005629,PaymentProcessorA,ACC001127,2026-03-25,20.26,GBP,Completed,1,REC-B-TXN00005629,CoreBankingB,ACC001127,2026-03-25,20.26,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,108
TXN00005636,1,REC-A-TXN00005636,PaymentProcessorA,ACC000453,2026-06-01,683.53,GBP,Completed,1,REC-B-TXN00005636,CoreBankingB,ACC000453,2026-06-01,683.53,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,40
TXN00005639,1,REC-A-TXN00005639,PaymentProcessorA,ACC000210,2026-04-22,20.79,USD,Completed,1,REC-B-TXN00005639,CoreBankingB,ACC000210,2026-04-22,20.79,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,80
TXN00005640,1,REC-A-TXN00005640,PaymentProcessorA,ACC000466,2026-05-31,46.67,USD,Completed,1,REC-B-TXN00005640,CoreBankingB,ACC000466,2026-05-31,46.67,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,41
TXN00005641,1,REC-A-TXN00005641,PaymentProcessorA,ACC001055,2026-05-31,22.87,GBP,Completed,1,REC-B-TXN00005641,CoreBankingB,ACC001055,2026-05-31,22.87,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,41
TXN00005642,1,REC-A-TXN00005642,PaymentProcessorA,ACC000541,2026-02-03,67.51,GBP,Completed,1,REC-B-TXN00005642,CoreBankingB,ACC000541,2026-02-03,67.51,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,158
TXN00005649,1,REC-A-TXN00005649,PaymentProcessorA,ACC000114,2026-05-09,19.46,EUR,Completed,1,REC-B-TXN00005649,CoreBankingB,ACC000114,2026-05-09,19.46,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,63
TXN00005652,1,REC-A-TXN00005652,PaymentProcessorA,ACC001181,2026-05-03,26.19,GBP,Completed,1,REC-B-TXN00005652,CoreBankingB,ACC001181,2026-05-03,26.19,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,69
TXN00005654,1,REC-A-TXN00005654,PaymentProcessorA,ACC000671,2026-07-07,20.77,GBP,Completed,1,REC-B-TXN00005654,CoreBankingB,ACC000671,2026-07-07,20.77,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,4
TXN00005658,1,REC-A-TXN00005658,PaymentProcessorA,ACC001289,2026-06-06,19.04,GBP,Completed,1,REC-B-TXN00005658,CoreBankingB,ACC001289,2026-06-06,19.04,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,35
TXN00005663,1,REC-A-TXN00005663,PaymentProcessorA,ACC000825,2026-06-20,130.46,GBP,Completed,1,REC-B-TXN00005663,CoreBankingB,ACC000825,2026-06-20,130.46,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,21
TXN00005666,1,REC-A-TXN00005666,PaymentProcessorA,ACC000300,2026-01-23,53.56,GBP,Completed,1,REC-B-TXN00005666,CoreBankingB,ACC000300,2026-01-23,53.56,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,169
TXN00005670,1,REC-A-TXN00005670,PaymentProcessorA,ACC001142,2026-01-31,71.69,GBP,Pending,1,REC-B-TXN00005670,CoreBankingB,ACC001142,2026-01-31,71.69,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,161
TXN00005675,1,REC-A-TXN00005675,PaymentProcessorA,ACC000482,2026-06-02,15.89,GBP,Completed,1,REC-B-TXN00005675,CoreBankingB,ACC000482,2026-06-02,15.89,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,39
TXN00005677,1,REC-A-TXN00005677,PaymentProcessorA,ACC000618,2026-05-10,29.14,USD,Pending,1,REC-B-TXN00005677,CoreBankingB,ACC000618,2026-05-10,29.14,USD,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,62
TXN00005701,1,REC-A-TXN00005701,PaymentProcessorA,ACC000935,2026-02-26,81.28,GBP,Completed,1,REC-B-TXN00005701,CoreBankingB,ACC000935,2026-02-26,81.28,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,135
TXN00005703,1,REC-A-TXN00005703,PaymentProcessorA,ACC000934,2026-06-01,69.82,GBP,Completed,1,REC-B-TXN00005703,CoreBankingB,ACC000934,2026-06-01,69.82,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,40
TXN00005704,1,REC-A-TXN00005704,PaymentProcessorA,ACC000982,2026-04-15,12.19,GBP,Completed,1,REC-B-TXN00005704,CoreBankingB,ACC000982,2026-04-15,12.19,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,87
TXN00005708,1,REC-A-TXN00005708,PaymentProcessorA,ACC000213,2026-05-07,39.73,GBP,Completed,1,REC-B-TXN00005708,CoreBankingB,ACC000213,2026-05-07,39.73,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,65
TXN00005710,1,REC-A-TXN00005710,PaymentProcessorA,ACC001226,2026-06-22,15.48,GBP,Completed,1,REC-B-TXN00005710,CoreBankingB,ACC001226,2026-06-22,15.48,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,19
TXN00005712,1,REC-A-TXN00005712,PaymentProcessorA,ACC000846,2026-06-22,43.24,GBP,Completed,1,REC-B-TXN00005712,CoreBankingB,ACC000846,2026-06-22,43.24,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,19
TXN00005729,1,REC-A-TXN00005729,PaymentProcessorA,ACC000609,2026-05-10,59.91,EUR,Completed,1,REC-B-TXN00005729,CoreBankingB,ACC000609,2026-05-10,59.91,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,62
TXN00005732,1,REC-A-TXN00005732,PaymentProcessorA,ACC001108,2026-07-11,117.44,GBP,Completed,1,REC-B-TXN00005732,CoreBankingB,ACC001108,2026-07-11,117.44,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,0
TXN00005736,1,REC-A-TXN00005736,PaymentProcessorA,ACC000396,2026-01-28,37.54,EUR,Completed,1,REC-B-TXN00005736,CoreBankingB,ACC000396,2026-01-28,37.54,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,164
TXN00005737,1,REC-A-TXN00005737,PaymentProcessorA,ACC001204,2026-02-05,17.88,EUR,Pending,1,REC-B-TXN00005737,CoreBankingB,ACC001204,2026-02-05,17.88,EUR,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,156
TXN00005738,1,REC-A-TXN00005738,PaymentProcessorA,ACC000244,2026-02-19,82.24,GBP,Completed,1,REC-B-TXN00005738,CoreBankingB,ACC000244,2026-02-19,82.24,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,142
TXN00005747,1,REC-A-TXN00005747,PaymentProcessorA,ACC000601,2026-04-18,37.9,EUR,Completed,1,REC-B-TXN00005747,CoreBankingB,ACC000601,2026-04-18,37.9,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,84
TXN00005748,1,REC-A-TXN00005748,PaymentProcessorA,ACC000213,2026-03-18,9.25,GBP,Completed,1,REC-B-TXN00005748,CoreBankingB,ACC000213,2026-03-18,9.25,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,115
TXN00005749,1,REC-A-TXN00005749,PaymentProcessorA,ACC000979,2026-06-10,143.75,GBP,Completed,1,REC-B-TXN00005749,CoreBankingB,ACC000979,2026-06-10,143.75,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,31
TXN00005750,1,REC-A-TXN00005750,PaymentProcessorA,ACC001170,2026-03-29,41.51,GBP,Completed,1,REC-B-TXN00005750,CoreBankingB,ACC001170,2026-03-29,41.51,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,104
TXN00005757,1,REC-A-TXN00005757,PaymentProcessorA,ACC000624,2026-06-20,72.66,GBP,Completed,1,REC-B-TXN00005757,CoreBankingB,ACC000624,2026-06-20,72.66,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,21
TXN00005759,1,REC-A-TXN00005759,PaymentProcessorA,ACC000293,2026-05-29,57.22,GBP,Reversed,1,REC-B-TXN00005759,CoreBankingB,ACC000293,2026-05-29,57.22,GBP,Reversed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,43
TXN00005765,1,REC-A-TXN00005765,PaymentProcessorA,ACC000164,2026-07-06,13.48,GBP,Completed,1,REC-B-TXN00005765,CoreBankingB,ACC000164,2026-07-06,13.48,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,5
TXN00005767,1,REC-A-TXN00005767,PaymentProcessorA,ACC000504,2026-04-25,268.1,GBP,Completed,1,REC-B-TXN00005767,CoreBankingB,ACC000504,2026-04-25,268.1,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,77
TXN00005768,1,REC-A-TXN00005768,PaymentProcessorA,ACC000703,2026-03-27,54.21,USD,Completed,1,REC-B-TXN00005768,CoreBankingB,ACC000703,2026-03-27,54.21,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,106
TXN00005769,1,REC-A-TXN00005769,PaymentProcessorA,ACC001057,2026-05-14,2118.6,GBP,Pending,1,REC-B-TXN00005769,CoreBankingB,ACC001057,2026-05-14,2118.6,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,58
TXN00005771,1,REC-A-TXN00005771,PaymentProcessorA,ACC000314,2026-05-30,38.13,GBP,Completed,1,REC-B-TXN00005771,CoreBankingB,ACC000314,2026-05-30,38.13,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,42
TXN00005781,1,REC-A-TXN00005781,PaymentProcessorA,ACC000597,2026-02-05,10.83,EUR,Completed,1,REC-B-TXN00005781,CoreBankingB,ACC000597,2026-02-05,10.83,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,156
TXN00005786,1,REC-A-TXN00005786,PaymentProcessorA,ACC000421,2026-04-21,14.27,EUR,Completed,1,REC-B-TXN00005786,CoreBankingB,ACC000421,2026-04-21,14.27,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,81
TXN00005787,1,REC-A-TXN00005787,PaymentProcessorA,ACC000131,2026-06-11,21.16,GBP,Completed,1,REC-B-TXN00005787,CoreBankingB,ACC000131,2026-06-11,21.16,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,30
TXN00005791,1,REC-A-TXN00005791,PaymentProcessorA,ACC001188,2026-03-09,7.5,GBP,Completed,1,REC-B-TXN00005791,CoreBankingB,ACC001188,2026-03-09,7.5,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,124
TXN00005795,1,REC-A-TXN00005795,PaymentProcessorA,ACC000023,2026-07-03,57.2,GBP,Completed,1,REC-B-TXN00005795,CoreBankingB,ACC000023,2026-07-03,57.2,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,8
TXN00005799,1,REC-A-TXN00005799,PaymentProcessorA,ACC000399,2026-03-05,15.47,GBP,Completed,1,REC-B-TXN00005799,CoreBankingB,ACC000399,2026-03-05,15.47,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,128
TXN00005803,1,REC-A-TXN00005803,PaymentProcessorA,ACC000009,2026-06-13,95.96,GBP,Completed,1,REC-B-TXN00005803,CoreBankingB,ACC000009,2026-06-13,95.96,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,28
TXN00005806,1,REC-A-TXN00005806,PaymentProcessorA,ACC000782,2026-03-30,442.39,GBP,Completed,1,REC-B-TXN00005806,CoreBankingB,ACC000782,2026-03-30,442.39,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,103
TXN00005810,1,REC-A-TXN00005810,PaymentProcessorA,ACC000202,2026-06-20,106.86,GBP,Completed,1,REC-B-TXN00005810,CoreBankingB,ACC000202,2026-06-20,106.86,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,21
TXN00005815,1,REC-A-TXN00005815,PaymentProcessorA,ACC000245,2026-04-12,23.93,GBP,Completed,1,REC-B-TXN00005815,CoreBankingB,ACC000245,2026-04-12,23.93,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,90
TXN00005816,1,REC-A-TXN00005816,PaymentProcessorA,ACC000540,2026-06-13,60.49,EUR,Completed,1,REC-B-TXN00005816,CoreBankingB,ACC000540,2026-06-13,60.49,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,28
TXN00005817,1,REC-A-TXN00005817,PaymentProcessorA,ACC000884,2026-06-05,15.02,USD,Completed,1,REC-B-TXN00005817,CoreBankingB,ACC000884,2026-06-05,15.02,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,36
TXN00005821,1,REC-A-TXN00005821,PaymentProcessorA,ACC000755,2026-03-23,6.72,GBP,Completed,1,REC-B-TXN00005821,CoreBankingB,ACC000755,2026-03-23,6.72,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,110
TXN00005823,1,REC-A-TXN00005823,PaymentProcessorA,ACC000445,2026-04-13,82.87,GBP,Completed,1,REC-B-TXN00005823,CoreBankingB,ACC000445,2026-04-13,82.87,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,89
TXN00005825,1,REC-A-TXN00005825,PaymentProcessorA,ACC000218,2026-06-12,123.78,EUR,Completed,1,REC-B-TXN00005825,CoreBankingB,ACC000218,2026-06-12,123.78,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,29
TXN00005826,1,REC-A-TXN00005826,PaymentProcessorA,ACC000078,2026-05-07,330.97,GBP,Completed,1,REC-B-TXN00005826,CoreBankingB,ACC000078,2026-05-07,330.97,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,65
TXN00005827,1,REC-A-TXN00005827,PaymentProcessorA,ACC001179,2026-04-11,25.63,EUR,Completed,1,REC-B-TXN00005827,CoreBankingB,ACC001179,2026-04-11,25.63,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,91
TXN00005829,1,REC-A-TXN00005829,PaymentProcessorA,ACC000719,2026-06-16,24.13,GBP,Completed,1,REC-B-TXN00005829,CoreBankingB,ACC000719,2026-06-16,24.13,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,25
TXN00005834,1,REC-A-TXN00005834,PaymentProcessorA,ACC000244,2026-04-23,145.06,GBP,Completed,1,REC-B-TXN00005834,CoreBankingB,ACC000244,2026-04-23,145.06,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,79
TXN00005839,1,REC-A-TXN00005839,PaymentProcessorA,ACC000027,2026-07-11,164.07,USD,Completed,1,REC-B-TXN00005839,CoreBankingB,ACC000027,2026-07-11,164.07,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,0
TXN00005840,1,REC-A-TXN00005840,PaymentProcessorA,ACC000583,2026-05-12,39.43,GBP,Completed,1,REC-B-TXN00005840,CoreBankingB,ACC000583,2026-05-12,39.43,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,60
TXN00005844,1,REC-A-TXN00005844,PaymentProcessorA,ACC000496,2026-04-07,38.45,GBP,Completed,1,REC-B-TXN00005844,CoreBankingB,ACC000496,2026-04-07,38.45,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,95
TXN00005852,1,REC-A-TXN00005852,PaymentProcessorA,ACC001109,2026-05-03,87.11,EUR,Failed,1,REC-B-TXN00005852,CoreBankingB,ACC001109,2026-05-03,87.11,EUR,Failed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,69
TXN00005854,1,REC-A-TXN00005854,PaymentProcessorA,ACC000972,2026-05-07,65.13,GBP,Completed,1,REC-B-TXN00005854,CoreBankingB,ACC000972,2026-05-07,65.13,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,65
TXN00005859,1,REC-A-TXN00005859,PaymentProcessorA,ACC000828,2026-03-26,10.19,GBP,Completed,1,REC-B-TXN00005859,CoreBankingB,ACC000828,2026-03-26,10.19,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,107
TXN00005860,1,REC-A-TXN00005860,PaymentProcessorA,ACC001225,2026-05-14,14.95,GBP,Completed,1,REC-B-TXN00005860,CoreBankingB,ACC001225,2026-05-14,14.95,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,58
TXN00005862,1,REC-A-TXN00005862,PaymentProcessorA,ACC000351,2026-06-27,139.3,GBP,Completed,1,REC-B-TXN00005862,CoreBankingB,ACC000351,2026-06-27,139.3,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,14
TXN00005866,1,REC-A-TXN00005866,PaymentProcessorA,ACC001234,2026-04-16,41.84,GBP,Completed,1,REC-B-TXN00005866,CoreBankingB,ACC001234,2026-04-16,41.84,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,86
TXN00005867,1,REC-A-TXN00005867,PaymentProcessorA,ACC000420,2026-07-07,33.28,GBP,Completed,1,REC-B-TXN00005867,CoreBankingB,ACC000420,2026-07-07,33.28,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,4
TXN00005869,1,REC-A-TXN00005869,PaymentProcessorA,ACC000801,2026-01-24,26.83,GBP,Completed,1,REC-B-TXN00005869,CoreBankingB,ACC000801,2026-01-24,26.83,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,168
TXN00005873,1,REC-A-TXN00005873,PaymentProcessorA,ACC000193,2026-04-19,77.12,GBP,Completed,1,REC-B-TXN00005873,CoreBankingB,ACC000193,2026-04-19,77.12,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,83
TXN00005886,1,REC-A-TXN00005886,PaymentProcessorA,ACC000265,2026-05-16,51.93,EUR,Completed,1,REC-B-TXN00005886,CoreBankingB,ACC000265,2026-05-16,51.93,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,56
TXN00005895,1,REC-A-TXN00005895,PaymentProcessorA,ACC000571,2026-06-13,59.18,GBP,Pending,1,REC-B-TXN00005895,CoreBankingB,ACC000571,2026-06-13,59.18,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,28
TXN00005903,1,REC-A-TXN00005903,PaymentProcessorA,ACC000428,2026-02-05,32.64,EUR,Completed,1,REC-B-TXN00005903,CoreBankingB,ACC000428,2026-02-05,32.64,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,156
TXN00005904,1,REC-A-TXN00005904,PaymentProcessorA,ACC000306,2026-03-20,42.43,GBP,Completed,1,REC-B-TXN00005904,CoreBankingB,ACC000306,2026-03-20,42.43,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,113
TXN00005906,1,REC-A-TXN00005906,PaymentProcessorA,ACC000319,2026-02-27,45.17,GBP,Completed,1,REC-B-TXN00005906,CoreBankingB,ACC000319,2026-02-27,45.17,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,134
TXN00005909,1,REC-A-TXN00005909,PaymentProcessorA,ACC000733,2026-06-14,118.13,GBP,Completed,1,REC-B-TXN00005909,CoreBankingB,ACC000733,2026-06-14,118.13,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,27
TXN00005911,1,REC-A-TXN00005911,PaymentProcessorA,ACC001200,2026-04-26,16.18,GBP,Completed,1,REC-B-TXN00005911,CoreBankingB,ACC001200,2026-04-26,16.18,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,76
